,title,description,price,color,gender,imageUrl,brand,composition,polyester,lyocell,cotton,hemp
83,Peru Embroidered Llama T-shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,VINTAGE BLUE,men,1/2341/3995/products/TCM3497-2242-2124.jpg?v=1633562131,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
84,Peru Embroidered Llama T-shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,AGAVE GREEN,men,1/2341/3995/products/TCM3497-2242-2124.jpg?v=1633562131,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
85,Peru Embroidered Llama T-shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,AGAVE GREEN,men,1/2341/3995/products/TCM3497-2242-2124.jpg?v=1633562131,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
86,Peru Embroidered Llama T-shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,AGAVE GREEN,men,1/2341/3995/products/TCM3497-2242-2124.jpg?v=1633562131,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
87,Peru Embroidered Llama T-shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,AGAVE GREEN,men,1/2341/3995/products/TCM3497-2242-2124.jpg?v=1633562131,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
88,Peru Embroidered Llama T-shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,AGAVE GREEN,men,1/2341/3995/products/TCM3497-2242-2124.jpg?v=1633562131,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
89,Peru Embroidered Llama T-shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK,men,1/2341/3995/products/TCM3497-2242-2124.jpg?v=1633562131,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
90,Peru Embroidered Llama T-shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK,men,1/2341/3995/products/TCM3497-2242-2124.jpg?v=1633562131,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
91,Peru Embroidered Llama T-shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK,men,1/2341/3995/products/TCM3497-2242-2124.jpg?v=1633562131,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
92,Peru Embroidered Llama T-shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK,men,1/2341/3995/products/TCM3497-2242-2124.jpg?v=1633562131,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
93,Peru Embroidered Llama T-shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK,men,1/2341/3995/products/TCM3497-2242-2124.jpg?v=1633562131,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
94,Peru Embroidered Llama T-shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,HI RISE GREY,men,1/2341/3995/products/TCM3497-2242-2124.jpg?v=1633562131,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
95,Destination T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK,men,1/2341/3995/products/TCM1888-016416-Edit.jpg?v=1617750335,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
96,Destination T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK,men,1/2341/3995/products/TCM1888-016416-Edit.jpg?v=1617750335,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
97,Destination T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK,men,1/2341/3995/products/TCM1888-016416-Edit.jpg?v=1617750335,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
98,Destination T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK,men,1/2341/3995/products/TCM1888-016416-Edit.jpg?v=1617750335,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
99,Destination T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK,men,1/2341/3995/products/TCM1888-016416-Edit.jpg?v=1617750335,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
100,tentree Winter Mountain T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,HI RISE GREY HEATHER,men,1/2341/3995/products/TCM3730-0346-1935.jpg?v=1633385052,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
101,tentree Winter Mountain T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,HI RISE GREY HEATHER,men,1/2341/3995/products/TCM3730-0346-1935.jpg?v=1633385052,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
102,tentree Winter Mountain T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,HI RISE GREY HEATHER,men,1/2341/3995/products/TCM3730-0346-1935.jpg?v=1633385052,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
103,tentree Winter Mountain T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,HI RISE GREY HEATHER,men,1/2341/3995/products/TCM3730-0346-1935.jpg?v=1633385052,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
104,tentree Winter Mountain T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,HI RISE GREY HEATHER,men,1/2341/3995/products/TCM3730-0346-1935.jpg?v=1633385052,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
105,tentree Winter Mountain T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MIDNIGHT BLUE,men,1/2341/3995/products/TCM3730-0346-1935.jpg?v=1633385052,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
106,tentree Winter Mountain T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MIDNIGHT BLUE,men,1/2341/3995/products/TCM3730-0346-1935.jpg?v=1633385052,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
107,tentree Winter Mountain T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MIDNIGHT BLUE,men,1/2341/3995/products/TCM3730-0346-1935.jpg?v=1633385052,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
108,tentree Winter Mountain T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MIDNIGHT BLUE,men,1/2341/3995/products/TCM3730-0346-1935.jpg?v=1633385052,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
109,tentree Winter Mountain T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MIDNIGHT BLUE,men,1/2341/3995/products/TCM3730-0346-1935.jpg?v=1633385052,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
110,Human Change T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,HI RISE GREY HEATHER,men,1/2341/3995/products/TCM3731-0346-1994.jpg?v=1633385059,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
111,Human Change T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,HI RISE GREY HEATHER,men,1/2341/3995/products/TCM3731-0346-1994.jpg?v=1633385059,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
112,Human Change T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,HI RISE GREY HEATHER,men,1/2341/3995/products/TCM3731-0346-1994.jpg?v=1633385059,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
113,Human Change T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,HI RISE GREY HEATHER,men,1/2341/3995/products/TCM3731-0346-1994.jpg?v=1633385059,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
114,Human Change T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,HI RISE GREY HEATHER,men,1/2341/3995/products/TCM3731-0346-1994.jpg?v=1633385059,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
115,Human Change T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,DARK FOREST GREEN,men,1/2341/3995/products/TCM3731-0346-1994.jpg?v=1633385059,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
116,Human Change T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,DARK FOREST GREEN,men,1/2341/3995/products/TCM3731-0346-1994.jpg?v=1633385059,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
117,Human Change T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,DARK FOREST GREEN,men,1/2341/3995/products/TCM3731-0346-1994.jpg?v=1633385059,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
118,Human Change T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,DARK FOREST GREEN,men,1/2341/3995/products/TCM3731-0346-1994.jpg?v=1633385059,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
119,Human Change T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,DARK FOREST GREEN,men,1/2341/3995/products/TCM3731-0346-1994.jpg?v=1633385059,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
120,Smokey Says T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,JET BLACK,men,1/2341/3995/products/TCM4755-01041.jpg?v=1631211173,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
121,Smokey Says T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,TRAVERTINE,men,1/2341/3995/products/TCM4755-01041.jpg?v=1631211173,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
122,Smokey Prevent Wildfires T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,BALSAM,men,1/2341/3995/products/TCM4756-22481.jpg?v=1631821354,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
123,Smokey Prevent Wildfires T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,BALSAM,men,1/2341/3995/products/TCM4756-22481.jpg?v=1631821354,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
124,Smokey Prevent Wildfires T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,BALSAM,men,1/2341/3995/products/TCM4756-22481.jpg?v=1631821354,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
125,Smokey Prevent Wildfires T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,BALSAM,men,1/2341/3995/products/TCM4756-22481.jpg?v=1631821354,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
126,Smokey Prevent Wildfires T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,BALSAM,men,1/2341/3995/products/TCM4756-22481.jpg?v=1631821354,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
127,Smokey Prevent Wildfires T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,TRAVERTINE,men,1/2341/3995/products/TCM4756-22481.jpg?v=1631821354,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
128,Smokey Prevent Wildfires T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,TRAVERTINE,men,1/2341/3995/products/TCM4756-22481.jpg?v=1631821354,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
129,Smokey Prevent Wildfires T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,TRAVERTINE,men,1/2341/3995/products/TCM4756-22481.jpg?v=1631821354,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
130,Smokey Prevent Wildfires T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,TRAVERTINE,men,1/2341/3995/products/TCM4756-22481.jpg?v=1631821354,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
131,Bear Claw T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,OLIVE NIGHT GREEN HEATHER,men,1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
132,Bear Claw T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,OLIVE NIGHT GREEN HEATHER,men,1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
133,Bear Claw T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,OLIVE NIGHT GREEN HEATHER,men,1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
134,Bear Claw T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,OLIVE NIGHT GREEN HEATHER,men,1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
135,Bear Claw T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,OLIVE NIGHT GREEN HEATHER,men,1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
136,Bear Claw T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,CHERRY MAHOGANY HEATHER,men,1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
137,Bear Claw T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,CHERRY MAHOGANY HEATHER,men,1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
138,Bear Claw T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,CHERRY MAHOGANY HEATHER,men,1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
139,Bear Claw T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,CHERRY MAHOGANY HEATHER,men,1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
140,Bear Claw T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK HEATHER,men,1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
141,Bear Claw T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK HEATHER,men,1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
142,Bear Claw T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK HEATHER,men,1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
143,Bear Claw T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK HEATHER,men,1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
144,Bear Claw T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK HEATHER,men,1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
145,Bear Claw T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,RED MAHOGANY HEATHER,men,1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
146,Bear Claw T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,RED MAHOGANY HEATHER,men,1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
147,Bear Claw T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,RED MAHOGANY HEATHER,men,1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
148,Bear Claw T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,RED MAHOGANY HEATHER,men,1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
149,Bear Claw T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,RED MAHOGANY HEATHER,men,1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
150,National Geographic Logo Unisex T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,DARK SEA,men,1/2341/3995/products/TCU4174-22301.jpg?v=1628369255,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
151,National Geographic Logo Unisex T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,DARK SEA,men,1/2341/3995/products/TCU4174-22301.jpg?v=1628369255,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
152,National Geographic Logo Unisex T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,DARK SEA,men,1/2341/3995/products/TCU4174-22301.jpg?v=1628369255,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
153,National Geographic Logo Unisex T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,DARK SEA,men,1/2341/3995/products/TCU4174-22301.jpg?v=1628369255,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
154,National Geographic Logo Unisex T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,DARK SEA,men,1/2341/3995/products/TCU4174-22301.jpg?v=1628369255,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
155,National Geographic Redwood Unisex Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,SUPER LEMON,men,1/2341/3995/products/TCU4479-22291.jpg?v=1628369291,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
156,National Geographic Redwood Unisex Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,SUPER LEMON,men,1/2341/3995/products/TCU4479-22291.jpg?v=1628369291,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
157,National Geographic Redwood Unisex Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,SUPER LEMON,men,1/2341/3995/products/TCU4479-22291.jpg?v=1628369291,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
158,National Geographic Redwood Unisex Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,SUPER LEMON,men,1/2341/3995/products/TCU4479-22291.jpg?v=1628369291,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
159,Protect What We Plant T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK HEATHER,men,1/2341/3995/products/TCM3713-04511.jg.jpg?v=1628369373,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
160,Protect What We Plant T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK HEATHER,men,1/2341/3995/products/TCM3713-04511.jg.jpg?v=1628369373,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
161,Protect What We Plant T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK HEATHER,men,1/2341/3995/products/TCM3713-04511.jg.jpg?v=1628369373,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
162,Protect What We Plant T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,LICHEN GREEN HEATHER,men,1/2341/3995/products/TCM3713-04511.jg.jpg?v=1628369373,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
163,Protect What We Plant T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,LICHEN GREEN HEATHER,men,1/2341/3995/products/TCM3713-04511.jg.jpg?v=1628369373,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
164,Protect What We Plant T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,LICHEN GREEN HEATHER,men,1/2341/3995/products/TCM3713-04511.jg.jpg?v=1628369373,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
165,Protect What We Plant T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,LICHEN GREEN HEATHER,men,1/2341/3995/products/TCM3713-04511.jg.jpg?v=1628369373,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
166,Protect What We Plant T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,LICHEN GREEN HEATHER,men,1/2341/3995/products/TCM3713-04511.jg.jpg?v=1628369373,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
167,National Geographic Redwood Unisex T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,JET BLACK,men,1/2341/3995/products/TCU4654-01646.jpg?v=1628369280,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
168,National Geographic Redwood Unisex T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,JET BLACK,men,1/2341/3995/products/TCU4654-01646.jpg?v=1628369280,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
169,National Geographic Banner Unisex Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,AFTERGLOW,men,1/2341/3995/products/TCU4175-22319.jpg?v=1628369268,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
170,National Geographic Banner Unisex Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,AFTERGLOW,men,1/2341/3995/products/TCU4175-22319.jpg?v=1628369268,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
171,National Geographic Banner Unisex Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,AFTERGLOW,men,1/2341/3995/products/TCU4175-22319.jpg?v=1628369268,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
172,National Geographic Banner Unisex Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,AFTERGLOW,men,1/2341/3995/products/TCU4175-22319.jpg?v=1628369268,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
173,Bike Around Print T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,LICHEN GREEN HEATHER,men,1/2341/3995/products/TCM3368-21121.jpg?v=1628611984,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
174,Bike Around Print T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,LICHEN GREEN HEATHER,men,1/2341/3995/products/TCM3368-21121.jpg?v=1628611984,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
175,Bike Around Print T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,LICHEN GREEN HEATHER,men,1/2341/3995/products/TCM3368-21121.jpg?v=1628611984,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
