,name,image_url,color,size,url,price,descr,fit_features,materials,wash_dir,ethical_url,gender,material1,material2,material3
88,Peru Embroidered Llama T-shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3497-0164_201_1.jpg?v=1633624306,METEORITE BLACK,L,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-peru-embroidered-llama-tshirt?variant=31952680288343,35.0,"This isn’t just a t-shirt, it’s a direct investment in one of our planet’s most precious regions: the Amazon rainforest. This limited edition tee was inspired by the llamas that hiked up a 1,000 ft mountain with us to plant 50,000 trees just outside of a small village in Peru. Help us plant some more.","Regular Fit, Lightweight TreeBlend material","Short sleeve t-shirt, embroidered llama graphic","45% Recycled Polyester, 30% TENCEL™ Lyocell, 25% Organic Cotton","Wash cold, hang dry",mens,Short sleeve t-shirt, embroidered llama graphic,
89,Peru Embroidered Llama T-shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3497-0164_201_1.jpg?v=1633624306,METEORITE BLACK,XL,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-peru-embroidered-llama-tshirt?variant=31952680321111,35.0,"This isn’t just a t-shirt, it’s a direct investment in one of our planet’s most precious regions: the Amazon rainforest. This limited edition tee was inspired by the llamas that hiked up a 1,000 ft mountain with us to plant 50,000 trees just outside of a small village in Peru. Help us plant some more.","Regular Fit, Lightweight TreeBlend material","Short sleeve t-shirt, embroidered llama graphic","45% Recycled Polyester, 30% TENCEL™ Lyocell, 25% Organic Cotton","Wash cold, hang dry",mens,Short sleeve t-shirt, embroidered llama graphic,
90,Peru Embroidered Llama T-shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3497-0164_201_1.jpg?v=1633624306,METEORITE BLACK,XXL,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-peru-embroidered-llama-tshirt?variant=31952680353879,35.0,"This isn’t just a t-shirt, it’s a direct investment in one of our planet’s most precious regions: the Amazon rainforest. This limited edition tee was inspired by the llamas that hiked up a 1,000 ft mountain with us to plant 50,000 trees just outside of a small village in Peru. Help us plant some more.","Regular Fit, Lightweight TreeBlend material","Short sleeve t-shirt, embroidered llama graphic","45% Recycled Polyester, 30% TENCEL™ Lyocell, 25% Organic Cotton","Wash cold, hang dry",mens,Short sleeve t-shirt, embroidered llama graphic,
91,Peru Embroidered Llama T-shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3502-1346_3.jpg?v=1633624303,HI RISE GREY,XXL,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-peru-embroidered-llama-tshirt?variant=32331511758935,35.0,"This isn’t just a t-shirt, it’s a direct investment in one of our planet’s most precious regions: the Amazon rainforest. This limited edition tee was inspired by the llamas that hiked up a 1,000 ft mountain with us to plant 50,000 trees just outside of a small village in Peru. Help us plant some more.","Regular Fit, Lightweight TreeBlend material","Short sleeve t-shirt, embroidered llama graphic","45% Recycled Polyester, 30% TENCEL™ Lyocell, 25% Organic Cotton","Wash cold, hang dry",mens,Short sleeve t-shirt, embroidered llama graphic,
92,Bear Claw T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,OLIVE NIGHT GREEN HEATHER,S,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-bear-claw-t?variant=32307636174935,35.0,"Think of the wild ones that roam this planet. This bear pawprint t-shirt makes an impactful statement and is made from comfortable, sustainable materials.","Lightweight, Regular Fit","Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Classic crewneck tee, set-in sleeve, tree ring and bear claw graphic","Machine wash cold, hang dry",mens,Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
93,Bear Claw T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,OLIVE NIGHT GREEN HEATHER,M,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-bear-claw-t?variant=32307636502615,35.0,"Think of the wild ones that roam this planet. This bear pawprint t-shirt makes an impactful statement and is made from comfortable, sustainable materials.","Lightweight, Regular Fit","Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Classic crewneck tee, set-in sleeve, tree ring and bear claw graphic","Machine wash cold, hang dry",mens,Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
94,Bear Claw T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,OLIVE NIGHT GREEN HEATHER,L,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-bear-claw-t?variant=32307636568151,35.0,"Think of the wild ones that roam this planet. This bear pawprint t-shirt makes an impactful statement and is made from comfortable, sustainable materials.","Lightweight, Regular Fit","Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Classic crewneck tee, set-in sleeve, tree ring and bear claw graphic","Machine wash cold, hang dry",mens,Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
95,Bear Claw T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,OLIVE NIGHT GREEN HEATHER,XL,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-bear-claw-t?variant=32307636928599,35.0,"Think of the wild ones that roam this planet. This bear pawprint t-shirt makes an impactful statement and is made from comfortable, sustainable materials.","Lightweight, Regular Fit","Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Classic crewneck tee, set-in sleeve, tree ring and bear claw graphic","Machine wash cold, hang dry",mens,Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
96,Bear Claw T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3685-0464-0015.jpg?v=1634160787,OLIVE NIGHT GREEN HEATHER,XXL,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-bear-claw-t?variant=32307637125207,35.0,"Think of the wild ones that roam this planet. This bear pawprint t-shirt makes an impactful statement and is made from comfortable, sustainable materials.","Lightweight, Regular Fit","Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Classic crewneck tee, set-in sleeve, tree ring and bear claw graphic","Machine wash cold, hang dry",mens,Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
97,Bear Claw T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3685-2115-1104.jpg?v=1634160783,CHERRY MAHOGANY HEATHER,S,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-bear-claw-t?variant=31535681011799,35.0,"Think of the wild ones that roam this planet. This bear pawprint t-shirt makes an impactful statement and is made from comfortable, sustainable materials.","Lightweight, Regular Fit","Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Classic crewneck tee, set-in sleeve, tree ring and bear claw graphic","Machine wash cold, hang dry",mens,Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
98,Bear Claw T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3685-2115-1104.jpg?v=1634160783,CHERRY MAHOGANY HEATHER,M,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-bear-claw-t?variant=31535681044567,35.0,"Think of the wild ones that roam this planet. This bear pawprint t-shirt makes an impactful statement and is made from comfortable, sustainable materials.","Lightweight, Regular Fit","Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Classic crewneck tee, set-in sleeve, tree ring and bear claw graphic","Machine wash cold, hang dry",mens,Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
99,Bear Claw T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3685-2115-1104.jpg?v=1634160783,CHERRY MAHOGANY HEATHER,XXL,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-bear-claw-t?variant=31535681175639,35.0,"Think of the wild ones that roam this planet. This bear pawprint t-shirt makes an impactful statement and is made from comfortable, sustainable materials.","Lightweight, Regular Fit","Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Classic crewneck tee, set-in sleeve, tree ring and bear claw graphic","Machine wash cold, hang dry",mens,Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
100,Bear Claw T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3685-0451-1255.jpg?v=1634160783,METEORITE BLACK HEATHER,S,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-bear-claw-t?variant=31535409430615,35.0,"Think of the wild ones that roam this planet. This bear pawprint t-shirt makes an impactful statement and is made from comfortable, sustainable materials.","Lightweight, Regular Fit","Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Classic crewneck tee, set-in sleeve, tree ring and bear claw graphic","Machine wash cold, hang dry",mens,Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
101,Bear Claw T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3685-0451-1255.jpg?v=1634160783,METEORITE BLACK HEATHER,M,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-bear-claw-t?variant=31535680716887,35.0,"Think of the wild ones that roam this planet. This bear pawprint t-shirt makes an impactful statement and is made from comfortable, sustainable materials.","Lightweight, Regular Fit","Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Classic crewneck tee, set-in sleeve, tree ring and bear claw graphic","Machine wash cold, hang dry",mens,Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
102,Bear Claw T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3685-0451-1255.jpg?v=1634160783,METEORITE BLACK HEATHER,L,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-bear-claw-t?variant=31535680749655,35.0,"Think of the wild ones that roam this planet. This bear pawprint t-shirt makes an impactful statement and is made from comfortable, sustainable materials.","Lightweight, Regular Fit","Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Classic crewneck tee, set-in sleeve, tree ring and bear claw graphic","Machine wash cold, hang dry",mens,Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
103,Bear Claw T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3685-0451-1255.jpg?v=1634160783,METEORITE BLACK HEATHER,XL,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-bear-claw-t?variant=31535680782423,35.0,"Think of the wild ones that roam this planet. This bear pawprint t-shirt makes an impactful statement and is made from comfortable, sustainable materials.","Lightweight, Regular Fit","Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Classic crewneck tee, set-in sleeve, tree ring and bear claw graphic","Machine wash cold, hang dry",mens,Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
104,Bear Claw T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3685-0451-1255.jpg?v=1634160783,METEORITE BLACK HEATHER,XXL,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-bear-claw-t?variant=31535680815191,35.0,"Think of the wild ones that roam this planet. This bear pawprint t-shirt makes an impactful statement and is made from comfortable, sustainable materials.","Lightweight, Regular Fit","Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Classic crewneck tee, set-in sleeve, tree ring and bear claw graphic","Machine wash cold, hang dry",mens,Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
105,Bear Claw T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM2580-04921.jpg?v=1629926964,RED MAHOGANY HEATHER,S,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-bear-claw-t?variant=37587313131706,35.0,"Think of the wild ones that roam this planet. This bear pawprint t-shirt makes an impactful statement and is made from comfortable, sustainable materials.","Lightweight, Regular Fit","Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Classic crewneck tee, set-in sleeve, tree ring and bear claw graphic","Machine wash cold, hang dry",mens,Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
106,Bear Claw T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM2580-04921.jpg?v=1629926964,RED MAHOGANY HEATHER,M,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-bear-claw-t?variant=37587313164474,35.0,"Think of the wild ones that roam this planet. This bear pawprint t-shirt makes an impactful statement and is made from comfortable, sustainable materials.","Lightweight, Regular Fit","Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Classic crewneck tee, set-in sleeve, tree ring and bear claw graphic","Machine wash cold, hang dry",mens,Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
107,Bear Claw T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM2580-04921.jpg?v=1629926964,RED MAHOGANY HEATHER,L,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-bear-claw-t?variant=37587313197242,35.0,"Think of the wild ones that roam this planet. This bear pawprint t-shirt makes an impactful statement and is made from comfortable, sustainable materials.","Lightweight, Regular Fit","Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Classic crewneck tee, set-in sleeve, tree ring and bear claw graphic","Machine wash cold, hang dry",mens,Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
108,Bear Claw T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM2580-04921.jpg?v=1629926964,RED MAHOGANY HEATHER,XL,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-bear-claw-t?variant=37587313230010,35.0,"Think of the wild ones that roam this planet. This bear pawprint t-shirt makes an impactful statement and is made from comfortable, sustainable materials.","Lightweight, Regular Fit","Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Classic crewneck tee, set-in sleeve, tree ring and bear claw graphic","Machine wash cold, hang dry",mens,Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
109,Bear Claw T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM2580-04921.jpg?v=1629926964,RED MAHOGANY HEATHER,XXL,https://www.tentree.com/collections/mens-t-shirts-tanks/products/m-bear-claw-t?variant=37587313262778,35.0,"Think of the wild ones that roam this planet. This bear pawprint t-shirt makes an impactful statement and is made from comfortable, sustainable materials.","Lightweight, Regular Fit","Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Classic crewneck tee, set-in sleeve, tree ring and bear claw graphic","Machine wash cold, hang dry",mens,Made of our TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
110,Hemp Step Hem T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM2630-00121.jpg?v=1626209901,OLIVE NIGHT GREEN,S,https://www.tentree.com/collections/mens-t-shirts-tanks/products/hemp-step-hem-t-shirt?variant=32310345760855,35.0,"Basically hiking, e.g. long walks through the forests, short walks with your dog, and morning stroll to grab a coffee. As long as you are getting outside, you are basically hiking.","Regular Fit, Crewneck short sleeve t-shirt, text graphic","55% Hemp, 45% Recycled Polyester","Wash cold, hang dry","<a href=""https://www.tentree.com/pages/ethical-manufacturing"" target=""_blank"" title=""Ethical Manufacturing"">Designed in Canada, ethically made in India</a>",mens,55% Hemp, 45% Recycled Polyester,
111,Hemp Step Hem T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM2630-00121.jpg?v=1626209901,OLIVE NIGHT GREEN,M,https://www.tentree.com/collections/mens-t-shirts-tanks/products/hemp-step-hem-t-shirt?variant=32310345793623,35.0,"Basically hiking, e.g. long walks through the forests, short walks with your dog, and morning stroll to grab a coffee. As long as you are getting outside, you are basically hiking.","Regular Fit, Crewneck short sleeve t-shirt, text graphic","55% Hemp, 45% Recycled Polyester","Wash cold, hang dry","<a href=""https://www.tentree.com/pages/ethical-manufacturing"" target=""_blank"" title=""Ethical Manufacturing"">Designed in Canada, ethically made in India</a>",mens,55% Hemp, 45% Recycled Polyester,
112,Hemp Step Hem T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM2630-01641.jpg?v=1626209901,METEORITE BLACK,S,https://www.tentree.com/collections/mens-t-shirts-tanks/products/hemp-step-hem-t-shirt?variant=32310345924695,35.0,"Basically hiking, e.g. long walks through the forests, short walks with your dog, and morning stroll to grab a coffee. As long as you are getting outside, you are basically hiking.","Regular Fit, Crewneck short sleeve t-shirt, text graphic","55% Hemp, 45% Recycled Polyester","Wash cold, hang dry","<a href=""https://www.tentree.com/pages/ethical-manufacturing"" target=""_blank"" title=""Ethical Manufacturing"">Designed in Canada, ethically made in India</a>",mens,55% Hemp, 45% Recycled Polyester,
113,Planting Levels T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3725-0016-_1.jpg?v=1633385039,WHITE,S,https://www.tentree.com/collections/mens-t-shirts-tanks/products/mens-planting-levels-t-shirt?variant=40566721020090,35.0,Level up your impact with this lightwight graphic tee that plants 10 trees.,"Regular fit crew neck t-shirt, ribbed neck trim, medium stretch
","45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Wash cold, tumble dry low","<a href=""/pages/ethical-manufacturing"" target=""_blank"">Designed in Canada, ethically made in China</a>",mens,45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
114,Planting Levels T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3725-0016-_1.jpg?v=1633385039,WHITE,M,https://www.tentree.com/collections/mens-t-shirts-tanks/products/mens-planting-levels-t-shirt?variant=40566721118394,35.0,Level up your impact with this lightwight graphic tee that plants 10 trees.,"Regular fit crew neck t-shirt, ribbed neck trim, medium stretch
","45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Wash cold, tumble dry low","<a href=""/pages/ethical-manufacturing"" target=""_blank"">Designed in Canada, ethically made in China</a>",mens,45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
115,Planting Levels T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3725-0016-_1.jpg?v=1633385039,WHITE,L,https://www.tentree.com/collections/mens-t-shirts-tanks/products/mens-planting-levels-t-shirt?variant=40566721183930,35.0,Level up your impact with this lightwight graphic tee that plants 10 trees.,"Regular fit crew neck t-shirt, ribbed neck trim, medium stretch
","45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Wash cold, tumble dry low","<a href=""/pages/ethical-manufacturing"" target=""_blank"">Designed in Canada, ethically made in China</a>",mens,45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
116,Planting Levels T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3725-0016-_1.jpg?v=1633385039,WHITE,XL,https://www.tentree.com/collections/mens-t-shirts-tanks/products/mens-planting-levels-t-shirt?variant=40566721216698,35.0,Level up your impact with this lightwight graphic tee that plants 10 trees.,"Regular fit crew neck t-shirt, ribbed neck trim, medium stretch
","45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Wash cold, tumble dry low","<a href=""/pages/ethical-manufacturing"" target=""_blank"">Designed in Canada, ethically made in China</a>",mens,45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
117,Planting Levels T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3725-0016-_1.jpg?v=1633385039,WHITE,XXL,https://www.tentree.com/collections/mens-t-shirts-tanks/products/mens-planting-levels-t-shirt?variant=40566721249466,35.0,Level up your impact with this lightwight graphic tee that plants 10 trees.,"Regular fit crew neck t-shirt, ribbed neck trim, medium stretch
","45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Wash cold, tumble dry low","<a href=""/pages/ethical-manufacturing"" target=""_blank"">Designed in Canada, ethically made in China</a>",mens,45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
118,Planting Levels T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3725-2059_3.jpg?v=1633385039,FOXTROT BROWN HEATHER,S,https://www.tentree.com/collections/mens-t-shirts-tanks/products/mens-planting-levels-t-shirt?variant=40566721282234,35.0,Level up your impact with this lightwight graphic tee that plants 10 trees.,"Regular fit crew neck t-shirt, ribbed neck trim, medium stretch
","45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Wash cold, tumble dry low","<a href=""/pages/ethical-manufacturing"" target=""_blank"">Designed in Canada, ethically made in China</a>",mens,45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
119,Planting Levels T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3725-2059_3.jpg?v=1633385039,FOXTROT BROWN HEATHER,M,https://www.tentree.com/collections/mens-t-shirts-tanks/products/mens-planting-levels-t-shirt?variant=40566721315002,35.0,Level up your impact with this lightwight graphic tee that plants 10 trees.,"Regular fit crew neck t-shirt, ribbed neck trim, medium stretch
","45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Wash cold, tumble dry low","<a href=""/pages/ethical-manufacturing"" target=""_blank"">Designed in Canada, ethically made in China</a>",mens,45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
120,Planting Levels T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3725-2059_3.jpg?v=1633385039,FOXTROT BROWN HEATHER,L,https://www.tentree.com/collections/mens-t-shirts-tanks/products/mens-planting-levels-t-shirt?variant=40566721347770,35.0,Level up your impact with this lightwight graphic tee that plants 10 trees.,"Regular fit crew neck t-shirt, ribbed neck trim, medium stretch
","45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Wash cold, tumble dry low","<a href=""/pages/ethical-manufacturing"" target=""_blank"">Designed in Canada, ethically made in China</a>",mens,45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
121,Planting Levels T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3725-2059_3.jpg?v=1633385039,FOXTROT BROWN HEATHER,XL,https://www.tentree.com/collections/mens-t-shirts-tanks/products/mens-planting-levels-t-shirt?variant=40566721380538,35.0,Level up your impact with this lightwight graphic tee that plants 10 trees.,"Regular fit crew neck t-shirt, ribbed neck trim, medium stretch
","45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Wash cold, tumble dry low","<a href=""/pages/ethical-manufacturing"" target=""_blank"">Designed in Canada, ethically made in China</a>",mens,45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
122,Planting Levels T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3725-2059_3.jpg?v=1633385039,FOXTROT BROWN HEATHER,XXL,https://www.tentree.com/collections/mens-t-shirts-tanks/products/mens-planting-levels-t-shirt?variant=40566721413306,35.0,Level up your impact with this lightwight graphic tee that plants 10 trees.,"Regular fit crew neck t-shirt, ribbed neck trim, medium stretch
","45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Wash cold, tumble dry low","<a href=""/pages/ethical-manufacturing"" target=""_blank"">Designed in Canada, ethically made in China</a>",mens,45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
123,Chill Out T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3729-2059_1.jpg?v=1633385046,FOXTROT BROWN HEATHER,S,https://www.tentree.com/collections/mens-t-shirts-tanks/products/mens-chill-out-t-shirt?variant=40566723248314,35.0,Slow down and enjoy nature in this ultra-comfy graphic tee that gives back to the planet.,"Regular fit crew neck t-shirt, ribbed neck trim, medium stretch","45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Wash cold, tumble dry low","<a href=""/pages/ethical-manufacturing"" target=""_blank"">Designed in Canada, ethically made in China</a>",mens,45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
124,Chill Out T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3729-2059_1.jpg?v=1633385046,FOXTROT BROWN HEATHER,M,https://www.tentree.com/collections/mens-t-shirts-tanks/products/mens-chill-out-t-shirt?variant=40566723281082,35.0,Slow down and enjoy nature in this ultra-comfy graphic tee that gives back to the planet.,"Regular fit crew neck t-shirt, ribbed neck trim, medium stretch","45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Wash cold, tumble dry low","<a href=""/pages/ethical-manufacturing"" target=""_blank"">Designed in Canada, ethically made in China</a>",mens,45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
125,Chill Out T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3729-2059_1.jpg?v=1633385046,FOXTROT BROWN HEATHER,L,https://www.tentree.com/collections/mens-t-shirts-tanks/products/mens-chill-out-t-shirt?variant=40566723313850,35.0,Slow down and enjoy nature in this ultra-comfy graphic tee that gives back to the planet.,"Regular fit crew neck t-shirt, ribbed neck trim, medium stretch","45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Wash cold, tumble dry low","<a href=""/pages/ethical-manufacturing"" target=""_blank"">Designed in Canada, ethically made in China</a>",mens,45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
126,Chill Out T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3729-2059_1.jpg?v=1633385046,FOXTROT BROWN HEATHER,XL,https://www.tentree.com/collections/mens-t-shirts-tanks/products/mens-chill-out-t-shirt?variant=40566723346618,35.0,Slow down and enjoy nature in this ultra-comfy graphic tee that gives back to the planet.,"Regular fit crew neck t-shirt, ribbed neck trim, medium stretch","45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Wash cold, tumble dry low","<a href=""/pages/ethical-manufacturing"" target=""_blank"">Designed in Canada, ethically made in China</a>",mens,45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
127,Chill Out T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3729-2059_1.jpg?v=1633385046,FOXTROT BROWN HEATHER,XXL,https://www.tentree.com/collections/mens-t-shirts-tanks/products/mens-chill-out-t-shirt?variant=40566723379386,35.0,Slow down and enjoy nature in this ultra-comfy graphic tee that gives back to the planet.,"Regular fit crew neck t-shirt, ribbed neck trim, medium stretch","45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Wash cold, tumble dry low","<a href=""/pages/ethical-manufacturing"" target=""_blank"">Designed in Canada, ethically made in China</a>",mens,45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
128,Chill Out T-Shirt,//cdn.shopify.com/s/files/1/2341/3995/products/TCM3729-2047-0742.jpg?v=1633385046,MIDNIGHT BLUE HEATHER,S,https://www.tentree.com/collections/mens-t-shirts-tanks/products/mens-chill-out-t-shirt?variant=40566723412154,35.0,Slow down and enjoy nature in this ultra-comfy graphic tee that gives back to the planet.,"Regular fit crew neck t-shirt, ribbed neck trim, medium stretch","45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton","Wash cold, tumble dry low","<a href=""/pages/ethical-manufacturing"" target=""_blank"">Designed in Canada, ethically made in China</a>",mens,45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton
