title,description,price,color,gender,imageUrl,brand,composition,elastane,polystyrene,linen,silk,wool,cotton,viscose,modal,polyamide,polyester
Regular Fit V-neck T-shirt,V-neck T-shirt in soft cotton jersey.,5.99,White,men,"//lp2.hm.com/hmgoepprod?set=source[/73/e2/73e2ac4447d95b679d140571bafab34336c2cb33.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Long Fit T-shirt,"Long, crew-neck T-shirt in soft jersey with a rounded hem.",9.99,Light purple,men,"//lp2.hm.com/hmgoepprod?set=source[/4d/86/4d863eb2c314cf59ffb19ac8a98bd0c5b5c7b41e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
COOLMAX® Piqué Polo Shirt,"Polo shirt in cotton-blend piqué. Collar, button placket, and short sleeves. Made with COOLMAX® functional fabric – a unique, soft, comfortable, and fast-drying polyester fiber to efficiently wick moisture while regulating temperature.",24.99,Light brown,men,"//lp2.hm.com/hmgoepprod?set=source[/a9/33/a933900aa3def36a9882a988bfa2d8a050d64541.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 58%, Polyester 42%",0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.42
Regular Fit Polo Shirt,Short-sleeved polo shirt in soft cotton jersey. Ribbed collar and two buttons at top.,12.99,White,men,"//lp2.hm.com/hmgoepprod?set=source[/31/4d/314dfb6a83d2f00fc378845f9230f3db20ec9f24.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Printed T-shirt,T-shirt in soft cotton jersey with a printed graphic design and crew neck.,7.99,Light pink light orange,men,"//lp2.hm.com/hmgoepprod?set=source[/1a/5e/1a5eebd9427b2a90aa37a6bff280d96fcfb5b7d1.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Cotton T-shirt,"Blank staples is a streetwear collection of minimalistic pieces – the perfect canvas for your personal style and creativity. This contemporary T-shirt is made from heavy, 7 oz/yd2 organic cotton jersey for a premium handfeel. Straight-cut, oversized, and relaxed fit with a ribbed crew neck and dropped shoulders.",17.99,Cream,men,"//lp2.hm.com/hmgoepprod?set=source[/0b/a9/0ba9e00b5a0ea3a737164ee7d061ba229e80645e.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Raw-edge T-shirt,"T-shirt in soft cotton slub jersey. Slightly wider neckline, seam at center back, and slightly longer, rounded back section. Raw, rolled edges at neckline and cuffs.",12.99,Khaki green,men,"//lp2.hm.com/hmgoepprod?set=source[/fe/20/fe2040816795ec3631ba111d8efe5747c9655f56.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Premium Cotton T-shirt,Crew-neck T-shirt in premium cotton jersey.,17.99,Dark khaki green,men,"//lp2.hm.com/hmgoepprod?set=source[/e5/e5/e5e517b2f3e5ec39a7296c6ca6ecb297c46a2b44.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Premium Cotton T-shirt,Crew-neck T-shirt in premium cotton jersey.,17.99,Gray melange,men,"//lp2.hm.com/hmgoepprod?set=source[/13/5b/135b1c2f1df948d5bd002fb2c102c9decff0740b.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Cotton T-shirt,"Blank staples is a streetwear collection of minimalistic pieces – the perfect canvas for your personal style and creativity. This contemporary T-shirt is made from heavy, 7 oz/yd2 organic cotton jersey for a premium handfeel. Straight-cut, oversized, and relaxed fit with a ribbed crew neck and dropped shoulders.",17.99,Navy blue,men,"//lp2.hm.com/hmgoepprod?set=source[/66/ad/66adca3c9a33a1af37b30a218345dfe06ce5ccb6.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fine-knit Polo Shirt,"Short-sleeved, fine-knit polo shirt in cotton with a ribbed collar and button placket.",24.99,Navy blue,men,"//lp2.hm.com/hmgoepprod?set=source[/74/2e/742ee34a8941de01bdeb6c11ed820530c6bc9743.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regular Fit T-shirt,T-shirt in soft cotton jersey with a printed design. Ribbed crew neck.,17.99,Black red blue white,men,"//lp2.hm.com/hmgoepprod?set=source[/8c/8c/8c8cf53e35ad7d306d431f96e1d978eb06ba9eb7.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Relaxed Fit T-shirt,Crew-neck T-shirt in thick cotton jersey.,12.99,Taupe,men,"//lp2.hm.com/hmgoepprod?set=source[/96/21/962101822084a44be54f83e72b6d4cacfebe3e1d.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Cotton T-shirt,"Blank staples is a streetwear collection of minimalistic pieces – the perfect canvas for your personal style and creativity. This contemporary T-shirt is made from heavy, 7 oz/yd2 organic cotton jersey for a premium handfeel. Straight-cut, oversized, and relaxed fit with a ribbed crew neck and dropped shoulders.",17.99,Dark green,men,"//lp2.hm.com/hmgoepprod?set=source[/44/15/44154c9b5e754f0fc42408dcdb396267e24f651c.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2-pack Henley Shirts,Short-sleeved henley shirts in soft jersey with a round neck and short button placket.,17.99,Black,men,"//lp2.hm.com/hmgoepprod?set=source[/2e/96/2e96b51396e73e41d3326e8658956450de9ced18.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Relaxed Fit COOLMAX® T-shirt,"Crew-neck T-shirt in soft jersey with a printed design. Made from COOLMAX® functional fabric – a unique, soft, comfortable, and fast-drying polyester fiber to efficiently wick moisture while regulating temperature.",19.99,Black light blue beige green,men,"//lp2.hm.com/hmgoepprod?set=source[/7c/27/7c27ae5296d373ea4a99361f148b938824a781f2.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 57%, Polyester 43%",0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.43
Color-block T-shirt,Color-block T-shirt in cotton jersey. Ribbed neck and a small fabric appliqué on chest. Regular Fit.,14.99,Dark blue white,men,"//lp2.hm.com/hmgoepprod?set=source[/a9/60/a96081c780639c6f8d853a9ad4bd9ce712690c4d.jpg],origin[dam],category[men_tshirtstanks_printed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3-pack Slim Fit T-shirts,Crew-neck T-shirts in soft jersey.,24.99,Blue sage green gray melange,men,"//lp2.hm.com/hmgoepprod?set=source[/97/20/9720124710179d450c0d70bf93aee32f47da8037.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 95%, Elastane 5%",0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
Regular Fit COOLMAX® T-shirt,"T-shirt in soft jersey with a printed design. Made from COOLMAX® functional fabric – a unique, soft, comfortable, and fast-drying polyester fiber to efficiently wick moisture while regulating temperature.",17.99,White green blue,men,"//lp2.hm.com/hmgoepprod?set=source[/40/3f/403fee8fa426b90d2def6a11ce59f75417445a2d.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 59%, Polyester 41%",0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.41
Regular Fit T-shirt,T-shirt in soft cotton jersey with a printed design. Ribbed crew neck.,17.99,White brown black beige yellow,men,"//lp2.hm.com/hmgoepprod?set=source[/12/f6/12f61eedb9455d2d31eb87b3839620f9ade2c42e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Loose Fit Sports Shirt,"Short-sleeved, crew-neck shirt in fast-drying, functional fabric to help keep you dry and cool while exercising. Taped details. Rounded hem, longer at back for improved fit and increased freedom of movement.",17.99,Dark green melange,men,"//lp2.hm.com/hmgoepprod?set=source[/5f/d1/5fd18a4c1179cdec7b849f2f6ac3d69e058ba23e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Polyester 94%, Elastane 6%",0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94
Relaxed Fit T-shirt,Relaxed-fit T-shirt in soft cotton jersey with a printed design. Ribbed crew neck and dropped shoulders.,17.99,Blue white,men,"//lp2.hm.com/hmgoepprod?set=source[/8f/d4/8fd4b0cc6b64671238a117121a6e0b5b9b4d0070.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Relaxed Fit T-shirt,"Relaxed-fit T-shirt in soft cotton jersey with a printed design. Ribbed neck, dropped shoulders, and chest pocket.",17.99,Black white,men,"//lp2.hm.com/hmgoepprod?set=source[/92/16/92163d5c37bce0c1c50066cfa7a170cfdc55ddbc.jpg],origin[dam],category[men_tshirtstanks_printed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
T-shirt with Printed Design,T-shirt in soft cotton jersey with a printed design.,12.99,Pink black,men,"//lp2.hm.com/hmgoepprod?set=source[/b2/30/b2303d5e33eab9251ca32b4c9253ce7ee7dedfdb.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regular Fit T-shirt,T-shirt in soft cotton jersey with a printed design. Ribbed crew neck.,17.99,Purple yellow black,men,"//lp2.hm.com/hmgoepprod?set=source[/01/29/01291ac4fc1d0e4abc4b4a0cdcb07f7d018fcc71.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Loose Fit Sports Shirt,"Short-sleeved, crew-neck shirt in fast-drying, functional fabric to help keep you dry and cool while exercising. Taped details. Rounded hem, longer at back for improved fit and increased freedom of movement.",17.99,Black,men,"//lp2.hm.com/hmgoepprod?set=source[/68/42/68422a8ff9de7b7c58f0ede8660966d46a6f34b5.jpg],origin[dam],category[men_sport_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Polyester 86%, Elastane 14%",0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86
Slim Fit Polo Shirt,"Short-sleeved polo shirt in soft, organic cotton jersey. Collar and button placket at top.",12.99,White,men,"//lp2.hm.com/hmgoepprod?set=source[/37/34/3734ca15b7fea91b24be2b166830857cb084c67a.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 95%, Elastane 5%",0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
2-pack Henley Shirts,Short-sleeved henley shirts in soft jersey with a round neck and short button placket.,17.99,Dark gray white,men,"//lp2.hm.com/hmgoepprod?set=source[/0f/12/0f121a015a410f1c595272c629b403ebf6dcc5da.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Loose Fit Sports Shirt,"Short-sleeved, crew-neck shirt in fast-drying, functional fabric to help keep you dry and cool while exercising. Taped details. Rounded hem, longer at back for improved fit and increased freedom of movement.",17.99,Dark gray melange,men,"//lp2.hm.com/hmgoepprod?set=source[/f0/fe/f0fe7ce0b16460eca40089271f3abb1895a63d08.jpg],origin[dam],category[men_sport_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Polyester 90%, Elastane 10%",0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
Printed T-shirt,T-shirt in soft cotton jersey with a printed design at front. Ribbed crew neck.,12.99,Yellow neon pink purple turquoise,men,"//lp2.hm.com/hmgoepprod?set=source[/42/09/4209e4efe37606f3f11995a50a7dd56d2989004e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Jersey Polo Shirt,"Short-sleeved polo shirt in soft cotton jersey. Collar, opening at top without buttons, and slits at sides of hem.",12.99,Sage green,men,"//lp2.hm.com/hmgoepprod?set=source[/58/ed/58ed3c08eeb38636605b38b0c3d4808ba6d4ee85.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Premium Cotton T-shirt,Crew-neck T-shirt in premium cotton jersey.,17.99,Turquoise,men,"//lp2.hm.com/hmgoepprod?set=source[/7f/c7/7fc7a204b255b55c9a0318b49de6e1bc67cc48c5.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5-pack Slim Fit T-shirts,Crew-neck T-shirts in soft cotton jersey.,34.99,Light purple khaki green gray melange taupe white,men,"//lp2.hm.com/hmgoepprod?set=source[/80/bd/80bdb8c75c41ca353b25655fc6c657bbb08d89a7.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 80%, Viscose 15%, Elastane 5%",0.05,0.0,0.0,0.0,0.0,0.8,0.15,0.0,0.0,0.0
Cotton Polo Shirt,"Polo shirt in cotton piqué. Ribbed collar, button placket, and short sleeves with ribbed cuffs. Slits at sides.",12.99,Pink,men,"//lp2.hm.com/hmgoepprod?set=source[/86/ef/86ef2492d97f4df30f3a98c0e74df01e5e4a7f01.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regular Fit T-shirt,T-shirt in soft cotton jersey with a printed design. Ribbed crew neck.,17.99,Black gray beige,men,"//lp2.hm.com/hmgoepprod?set=source[/4a/64/4a64e8ee79452976c759306c0e18bc3d30fbe15f.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2-pack Regular Fit T-shirts,"T-shirts in soft cotton jersey with a low neck. Rolled edges at neck and cuffs. Rounded hem, longer at back. Regular Fit.",24.99,Black white,men,"//lp2.hm.com/hmgoepprod?set=source[/a9/ea/a9eaee2c41dd1fde80986733740c79706ff25412.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Pima Cotton T-shirt,T-shirt in pima cotton jersey with a ribbed crew neck. Straight-cut hem with short slits at sides.,24.99,White,men,"//lp2.hm.com/hmgoepprod?set=source[/1b/98/1b989b1c9cb1a219d5839066884e177f6de08be6.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Cotton T-shirt,T-shirt in soft cotton jersey.,14.99,Black green orange white,men,"//lp2.hm.com/hmgoepprod?set=source[/07/ec/07ececdebb1804c10749bcc30569f9152d5b394e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2-pack COOLMAX® T-shirts,"Crew-neck T-shirts in a soft, stretch cotton blend made from COOLMAX® functional fabric – a unique, soft, comfortable, and fast-drying polyester fiber to efficiently wick moisture while regulating temperature.",24.99,Dark blue light blue,men,"//lp2.hm.com/hmgoepprod?set=source[/a4/70/a4702192df0d616232cd3910d648224f35fec113.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 60%, Polyester 40%",0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4
Relaxed Fit Cotton T-shirt,Relaxed-fit T-shirt in soft cotton jersey. Ribbed crew neck and dropped shoulders.,24.99,Beige pink green white,men,"//lp2.hm.com/hmgoepprod?set=source[/fa/fb/fafb60f0fce65aec2afd731a08ec3f7db31c6520.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regular Fit V-neck T-shirt,V-neck T-shirt in soft cotton jersey.,5.99,Black,men,"//lp2.hm.com/hmgoepprod?set=source[/c6/39/c6399adf4025ee5b9cc0eeee724993ec0eeae707.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regular Fit Crew-neck T-shirt,Crew-neck T-shirt in soft cotton jersey.,6.99,Light pink-purple,men,"//lp2.hm.com/hmgoepprod?set=source[/b8/f7/b8f7f63c1422ea03a4ebb32a077fcd62a47ab36e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Loose Fit Sports Shirt,"Short-sleeved, crew-neck shirt in fast-drying, functional fabric to help keep you dry and cool while exercising. Taped details. Rounded hem, longer at back for improved fit and increased freedom of movement.",17.99,Light gray,men,"//lp2.hm.com/hmgoepprod?set=source[/6f/69/6f695a9a589ecded37ddd33ed365108cb2c045e5.jpg],origin[dam],category[men_sport_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Polyester 94%, Elastane 6%",0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94
Premium Cotton T-shirt,Crew-neck T-shirt in premium cotton jersey.,17.99,Steel blue,men,"//lp2.hm.com/hmgoepprod?set=source[/07/64/0764ac0ef5998e89b53a24de09b5436be31888db.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2-pack Relaxed Fit T-shirts,Relaxed-fit T-shirts in soft cotton jersey. Ribbed crew neck and dropped shoulders.,24.99,White black,men,"//lp2.hm.com/hmgoepprod?set=source[/69/00/69009816fbf4dadc28d37ff711350b2112b0d024.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Relaxed Fit T-shirt,"Relaxed-fit T-shirt in soft cotton jersey with a printed design. Ribbed neck, dropped shoulders, and chest pocket.",17.99,White black light blue,men,"//lp2.hm.com/hmgoepprod?set=source[/30/f4/30f41848e5b6e290493d3d9a06a16cc45e6672b5.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Cotton T-shirt,T-shirt in soft cotton jersey.,14.99,Beige white,men,"//lp2.hm.com/hmgoepprod?set=source[/4c/61/4c61605606d60599d081b5627afc3587a61538df.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regular Fit Printed T-shirt,T-shirt in soft cotton jersey with a printed motif. Ribbed crew neck.,5.99,Pink black,men,"//lp2.hm.com/hmgoepprod?set=source[/7e/ed/7eedaa4b2f36b5a802d29e9c0475d2d69987899d.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regular Fit T-shirt,Crew-neck T-shirt in soft cotton jersey with a printed graphic design at front.,12.99,Black neon green,men,"//lp2.hm.com/hmgoepprod?set=source[/f8/d7/f8d7fc6749971f070b6f1b4b34b489054a2b3932.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regular Fit Crew-neck T-shirt,Crew-neck T-shirt in soft cotton jersey.,6.99,Mint green,men,"//lp2.hm.com/hmgoepprod?set=source[/18/da/18dac6edb9d512cac245cd676f193e20636ae3a4.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Premium Cotton T-shirt,Crew-neck T-shirt in premium cotton jersey.,17.99,Pigeon blue,men,"//lp2.hm.com/hmgoepprod?set=source[/a5/fe/a5fe3786d4ce33930c5c9c2ed9fa08e45089f4b3.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10-pack Regular Fit T-shirts,Crew-neck T-shirts in soft cotton jersey.,54.99,White,men,"//lp2.hm.com/hmgoepprod?set=source[/b8/e6/b8e65a31ecbe7f455000edcb0bd4bb1a4c2a6e88.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Loose Fit Sports Shirt,"Short-sleeved, crew-neck shirt in fast-drying, functional fabric to help keep you dry and cool while exercising. Taped details. Rounded hem, longer at back for improved fit and increased freedom of movement.",17.99,Dark blue melange,men,"//lp2.hm.com/hmgoepprod?set=source[/0e/c3/0ec3435bf890da662e91577310280e090a2234e3.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Polyester 94%, Elastane 6%",0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94
T-shirt with Printed Design,T-shirt in soft cotton jersey with a printed design.,12.99,White black red pink blue green,men,"//lp2.hm.com/hmgoepprod?set=source[/5c/52/5c529030046e58fda835e62040a2d24432071639.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regular Fit T-shirt,T-shirt in soft cotton jersey with a printed design. Ribbed crew neck.,17.99,White purple beige,men,"//lp2.hm.com/hmgoepprod?set=source[/31/ae/31ae1533ee787a8ee1cec7a042bb25849e223918.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Relaxed Fit T-shirt,"Relaxed-fit, straight-cut T-shirt in soft cotton jersey. Ribbed crew neck and dropped shoulders.",6.99,White,men,"//lp2.hm.com/hmgoepprod?set=source[/5b/3a/5b3a3d790de70374f149e571401d91f94fb20153.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,Cotton 100%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2-pack Slim Fit T-shirts,"T-shirts in soft cotton jersey. Slightly wider, rounded neck with narrow trim.",17.99,White,men,"//lp2.hm.com/hmgoepprod?set=source[/f3/09/f30937c86a1c2563bddd04b4c989aa4ce8b8df53.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",H&M,"Cotton 95%, Elastane 5%",0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
