title,gender,price,composition,color,imageUrl,description,polyester,silk,modal,viscose,wool,polyamide,nylon,cotton,linen,acrylic,lambskin,lyocell,elastane,brand
TIE-DYE PRINT T-SHIRT,men,35.9, '100% cotton', Purple ,https://static.zara.net/photos///2021/I/0/2/p/0679/304/611/2/w/563/0679304611_1_1_1.jpg?ts=1623246573308,Full cut round neck T-shirt with short sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
FADED PRINT T-SHIRT,men,35.9, '100% cotton', Light green ,https://static.zara.net/photos///2021/I/0/2/p/5644/807/526/2/w/563/5644807526_1_1_1.jpg?ts=1622198554163,Full cut T-shirt with round neck and short sleeves. Contrasting printed text at front.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
WASHED EFFECT T-SHIRT,men,19.9, '100% cotton', Faded blue ,https://static.zara.net/photos///2021/I/0/2/p/0722/445/428/2/w/563/0722445428_1_1_1.jpg?ts=1622799323431,Relaxed fit tank top with scoop neckline. Washed effect.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
SLIM FIT BASIC V-NECK T-SHIRT,men,17.9, '96% cotton · 4% elastane', Black ,https://static.zara.net/photos///2021/V/0/2/p/5584/402/800/2/w/563/5584402800_1_1_1.jpg?ts=1609322923529,T-shirt made of stretchy cotton. V-neck and short sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.04,Zara
PRINTED SEERSUCKER SHIRT,men,45.9, '100% polyester', White ,https://static.zara.net/photos///2021/I/0/2/p/7380/401/250/2/w/563/7380401250_1_1_1.jpg?ts=1624463889643,T-shirt with round neck and short sleeves. Chest patch pocket. Side vents at hem.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zara
EMBROIDERED TEXT T-SHIRT,men,25.9, '100% cotton', Navy blue ,https://static.zara.net/photos///2021/I/0/2/p/6224/316/401/2/w/563/6224316401_1_1_1.jpg?ts=1627030278590,Full cut T-shirt with round neck and short sleeves. Front contrasting embroidered text.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
SPLATTER PRINT T-SHIRT,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/0495/442/800/2/w/563/0495442800_1_1_1.jpg?ts=1623841570456,Full cut round neck T-shirt with short sleeves. Contrasting graphic prints at front and back.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
PREMIUM TEXT T-SHIRT,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/V/0/2/p/4087/451/800/2/w/563/4087451800_1_1_1.jpg?ts=1619449740950,Full cut round neck T-shirt with short sleeves. Contrasting printed text at hem.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
COMBINATION PRINT T-SHIRT,men,35.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/2/p/1259/307/250/2/w/563/1259307250_1_1_1.jpg?ts=1628069723759,Full cut round neck T-shirt with short sleeves. Contrasting print at front and back.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
FLOWY KNIT T-SHIRT,men,35.9, '72% viscose · 28% polyamide', Ink blue ,https://static.zara.net/photos///2021/I/0/2/p/4231/499/430/2/w/563/4231499430_1_1_1.jpg?ts=1628606179070,Knit T-shirt. Round neck and short sleeves. Rib trim.,0.0,0.0,0.0,0.72,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zara
MICKEY MOUSE © DISNEY X KEITH HARING T-SHIRT,men,35.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/2/p/0962/440/250/2/w/563/0962440250_1_1_1.jpg?ts=1633617401474,Full cut T-shirt with round neck and short sleeves. Prints at front and back of Mickey Mouse © Disney x Keith Haring © Keith Haring Foundation.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
BASIC T-SHIRT,men,35.9, '100% cotton', Bluish ,https://static.zara.net/photos///2021/I/0/2/p/0722/303/920/2/w/563/0722303920_1_1_1.jpg?ts=1629994476600,Basic T-shirt made of cotton fabric. Wide round neck and short sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
GRAPHIC PRINT T-SHIRT,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/0495/301/800/2/w/563/0495301800_1_1_1.jpg?ts=1624016919380,Round neck T-shirt with short sleeves. Contrasting graphic prints at front and back.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
TEXT PRINT KNIT T-SHIRT,men,45.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/3597/426/800/2/w/563/3597426800_1_1_1.jpg?ts=1622195377592,Knit cotton T-shirt. Round neck and short sleeves. Contrasting print at back. Rib trim.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
NEON PRINT SIMPSONS ™ 20TH TELEVISION T-SHIRT,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/0977/311/800/2/w/563/0977311800_1_1_1.jpg?ts=1627035602816,Full cut T-shirt with round neck and short sleeves. Front and back print detail of The Simpsons ™ 20th Television.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
COLLEGE TEXT T-SHIRT,men,25.9, '100% cotton', Navy blue ,https://static.zara.net/photos///2021/I/0/2/p/0962/442/401/2/w/563/0962442401_1_1_1.jpg?ts=1621525578810,Round neck T-shirt with below-the-elbow length sleeves. Contrasting front print.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
TEXTURED MESH TOP,men,29.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/0679/310/800/22/w/563/0679310800_1_1_1.jpg?ts=1629105337640,Sleeveless scoop neck shirt. Rib trim.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
SEERSUCKER T-SHIRT,men,35.9, '62% cotton · 36% polyester · 2% elastane', Green ,https://static.zara.net/photos///2021/I/0/2/p/4087/397/500/62/w/563/4087397500_1_1_1.jpg?ts=1622562468836,Full cut shirt made of seersucker textured fabric. Round neck and short sleeves.,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.02,Zara
EMBROIDERED TENNIS T-SHIRT,men,35.9, '100% cotton', Ecru Black ,https://static.zara.net/photos///2021/I/0/2/p/0679/314/070/2/w/563/0679314070_1_1_1.jpg?ts=1628002181291,Full cut T-shirt with round neck and short sleeves. Matching tonal embroidery at chest.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
GRAPHIC PRINT T-SHIRT,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/0495/444/800/2/w/563/0495444800_1_1_1.jpg?ts=1620814234290,Full cut T-shirt with round neck and short sleeves. Contrasting print at front and back.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
GRAPHIC PRINT T-SHIRT,men,35.9, '100% cotton', Oyster White ,https://static.zara.net/photos///2021/I/0/2/p/0495/304/251/2/w/563/0495304251_1_1_1.jpg?ts=1628176054757,Round neck top with short sleeves. Contrast graphic print detail on chest and back.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
PREMIUM ASYMMETRIC T-SHIRT,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/5189/301/800/2/w/563/5189301800_1_1_1.jpg?ts=1633530789045,Full cut T-shirt with crew neck and short sleeves. Asymmetric hem.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
WASHED KNIT T-SHIRT,men,35.9, '100% cotton', Ecru ,https://static.zara.net/photos///2021/I/0/2/p/0693/305/712/2/w/563/0693305712_1_1_1.jpg?ts=1630654819432,Knit cotton T-shirt. Round neck and short sleeves. Matching tonal embroidery detail at chest. Washed effect.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
COMBINATION PRINT T-SHIRT,men,25.9, '100% cotton', Coral pink ,https://static.zara.net/photos///2021/I/0/2/p/0962/800/923/2/w/563/0962800923_1_1_1.jpg?ts=1625068055099,Full cut round neck T-shirt with short sleeves. Contrasting print at front and back.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
COLORBLOCK KNIT T-SHIRT,men,45.9, '100% cotton', Gray ,https://static.zara.net/photos///2021/I/0/2/p/3284/300/802/2/w/563/3284300802_1_1_1.jpg?ts=1626865154810,T-shirt made of cotton fabric. Round neck and short sleeves. Rib trim.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
MICKEY MOUSE © DISNEY X KEITH HARING T-SHIRT,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/0962/445/800/2/w/563/0962445800_1_1_1.jpg?ts=1633617316772,Full cut T-shirt with crew neck and short sleeves. Back prints of Mickey Mouse © Disney x Keith Haring © Keith Haring Foundation.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
PRINTED KNIT T-SHIRT,men,35.9, '55% viscose · 45% polyester', Black ,https://static.zara.net/photos///2021/I/0/2/p/4090/317/800/2/w/563/4090317800_1_1_1.jpg?ts=1630064009970,Knit shirt with round neck and short sleeves. Contrast printed geometric motifs at back.,0.45,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zara
BASIC LIGHTWEIGHT T-SHIRT,men,12.9, '100% cotton', Sky blue ,https://static.zara.net/photos///2021/I/0/1/p/0722/410/436/542/w/563/0722410436_1_1_1.jpg?ts=1633446424448,Basic T-shirt made of cotton fabric. Round neck and short sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
COMBINATION PRINT T-SHIRT,men,45.9, '100% cotton', Oyster White ,https://static.zara.net/photos///2021/I/0/2/p/6917/327/251/2/w/563/6917327251_1_1_1.jpg?ts=1627473703473,Sleeveless full cut T-shirt with round neckline. Contrasting print at front and back.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
COMBINATION POCKET T-SHIRT,men,39.9, '100% cotton', Ecru ,https://static.zara.net/photos///2021/I/0/2/p/0977/312/712/2/w/563/0977312712_1_1_1.jpg?ts=1629390070637,Full cut T-shirt with round neck and short sleeves. Flap patch pocket at hip.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
SPLATTER PRINT T-SHIRT,men,35.9, '100% cotton', Oyster White ,https://static.zara.net/photos///2021/I/0/2/p/0495/441/251/2/w/563/0495441251_1_1_1.jpg?ts=1623841540844,Full cut round neck T-shirt with short sleeves. Contrasting graphic prints at front and back.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
PRINTED TEXT T-SHIRT,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/0495/302/800/2/w/563/0495302800_1_1_1.jpg?ts=1626685377005,Full cut T-shirt with round neck and short sleeves. Contrasting print at front and back.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
SKULL PRINT T-SHIRT,men,25.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/4770/301/800/2/w/563/4770301800_1_1_1.jpg?ts=1623230888977,Full cut round neck T-shirt with short sleeves. Contrasting print detail at front and back.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
TIE-DYE PRINT T-SHIRT,men,25.9, '97% viscose · 3% elastane', Pastel pink ,https://static.zara.net/photos///2021/I/0/2/p/5644/301/621/2/w/563/5644301621_1_1_1.jpg?ts=1625831538157,Sleeveless relaxed fit shirt with round neckline. Chest patch pocket.,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,Zara
TEXTURED MESH TOP,men,35.9, '51% polyester · 49% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/4805/307/800/2/w/563/4805307800_1_1_1.jpg?ts=1626877877402,Sleeveless scoop neck shirt.,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,Zara
POCKET T-SHIRT PREMIUM,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/0977/319/800/2/w/563/0977319800_1_1_1.jpg?ts=1633521645624,Full cut T-shirt with round neck and short sleeves. Chest patch pocket.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
CONTRASTING STRIPED T-SHIRT,men,45.9, '70% cotton · 30% linen', White ,https://static.zara.net/photos///2021/I/0/2/p/7545/261/250/2/w/563/7545261250_1_1_1.jpg?ts=1626871751046,Full cut shirt with round neck and short sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,Zara
GRAPHIC PRINT T-SHIRT,men,35.9, '100% cotton', Oyster White ,https://static.zara.net/photos///2021/I/0/2/p/0679/305/251/2/w/563/0679305251_1_1_1.jpg?ts=1623233296922,Full cut round neck T-shirt with short sleeves. All-over contrasting print details.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
STRIPE PRINT KNIT T-SHIRT,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/4805/309/800/2/w/563/4805309800_1_1_1.jpg?ts=1627028344274,Knit cotton T-shirt. Ribbed round neckline and short sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
HEAVY WEIGHT POCKET T-SHIRT,men,35.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/1/p/0977/316/250/3/w/563/0977316250_1_1_1.jpg?ts=1633688622992,Full cut T-shirt made of dense cotton. Round neck and short sleeves. Chest patch pocket.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
POPEYE © KING FEATURES T-SHIRT,men,35.9, '100% cotton', Oyster White ,https://static.zara.net/photos///2021/I/0/2/p/0722/466/251/2/w/563/0722466251_1_1_1.jpg?ts=1622635027090,Full cut round neck T-shirt with short sleeves. Front graphic print of Popeye © King Features Inc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
TEXTURED T-SHIRT,men,35.9, '100% cotton', taupe brown ,https://static.zara.net/photos///2021/I/0/2/p/2888/305/707/2/w/563/2888305707_1_1_1.jpg?ts=1629284017958,Full cut T-shirt with round neck and short sleeves. Front horizontal seam. Asymmetric hem with side vents.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
TEXT T-SHIRT,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/6224/305/800/22/w/563/6224305800_1_1_1.jpg?ts=1626187434382,Full cut round neck T-shirt with short sleeves. Contrasting front text print.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
ABSTRACT PRINT KNIT T-SHIRT,men,35.9, '55% viscose · 45% polyester', Black ,https://static.zara.net/photos///2021/I/0/2/p/4090/320/800/2/w/563/4090320800_1_1_1.jpg?ts=1634282385045,Knit shirt with round neck and short sleeves.,0.45,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zara
KERMIT THE FROG © DISNEY T-SHIRT,men,35.9, '100% cotton', Oyster White ,https://static.zara.net/photos///2021/I/0/2/p/6224/313/251/2/w/563/6224313251_1_1_1.jpg?ts=1633506752570,Full cut T-shirt with crew neck and short sleeves. Front print of Kermit the Frog © The Muppets Disney.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
GRAPHIC PRINT T-SHIRT,men,39.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/2/p/0495/309/250/2/w/563/0495309250_1_1_1.jpg?ts=1630053963007,Full cut T-shirt with round neck and long sleeves. Contrast graphic prints at front and sleeve.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
PRINTED GEOMETRIC T-SHIRT,men,35.9, '100% cotton', Oyster White ,https://static.zara.net/photos///2021/I/0/2/p/6224/307/251/2/w/563/6224307251_1_1_1.jpg?ts=1628237541115,Round neck top with short sleeves. Contrasting front print.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
HEAVY WEIGHT T-SHIRT,men,35.9, '100% cotton', Grayish ,https://static.zara.net/photos///2021/I/0/1/p/9240/313/826/2/w/563/9240313826_6_1_1.jpg?ts=1631696198010,Full cut T-shirt made of dense cotton. Round neck and short sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
TIE-DYE PRINT T-SHIRT,men,39.9, '100% cotton', Various ,https://static.zara.net/photos///2021/I/0/2/p/0495/305/015/2/w/563/0495305015_1_1_1.jpg?ts=1628248986565,Full cut round neck T-shirt with short sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
BASIC T-SHIRT,men,35.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/1/p/4087/344/250/2/w/563/4087344250_6_1_1.jpg?ts=1631724340248,Full cut round neck T-shirt with short sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
LONG SLEEVED SHIRT,men,39.9, '100% cotton', Grayish ,https://static.zara.net/photos///2021/I/0/1/p/0761/311/826/2/w/563/0761311826_6_1_1.jpg?ts=1631646938137,Full cut T-shirt made of dense cotton. Round neck and long sleeves. Side vents at hem.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
BASIC HEAVYWEIGHT T-SHIRT,men,29.9, '100% cotton', Dusty pink ,https://static.zara.net/photos///2021/I/0/2/p/0526/330/676/2/w/563/0526330676_1_1_1.jpg?ts=1631277152808,Roomy T-shirt made of dense cotton. Round neck and long sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
GRAPHIC PRINT T-SHIRT,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/0962/315/800/2/w/563/0962315800_1_1_1.jpg?ts=1625818264348,Full cut T-shirt with round neck and short sleeves. All-over contrasting print details.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
PRINTED TENNIS T-SHIRT,men,35.9, '100% cotton', Oyster White ,https://static.zara.net/photos///2021/I/0/2/p/0679/307/251/2/w/563/0679307251_1_1_1.jpg?ts=1628001995811,Full cut T-shirt with round neck and short sleeves. Contrasting prints with contrasting embroidery at front and back.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
GRAPHIC PRINT KNIT T-SHIRT,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/4805/310/800/2/w/563/4805310800_1_1_1.jpg?ts=1627028345990,Knit cotton T-shirt. Ribbed round neckline and short sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
FORMAT PRINT T-SHIRT © PET SHOP BOYS PARTNERSHIP,men,35.9, '100% cotton', Sky blue ,https://static.zara.net/photos///2021/I/0/2/p/5431/301/403/2/w/563/5431301403_6_1_1.jpg?ts=1626423003450,Full cut T-shirt with round neck and short sleeves. Front logo print Format © Pet Shop Boys Partnership.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
KNIT T-SHIRT,men,45.9, '100% cotton', Oyster White ,https://static.zara.net/photos///2021/I/0/2/p/3332/314/251/2/w/563/3332314251_1_1_1.jpg?ts=1628253522087,Knit T-shirt made of spun cotton fabric. Round neck and short sleeves. Rib trim.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
PRINTED KNIT T-SHIRT,men,35.9, '55% viscose · 45% polyester', White ,https://static.zara.net/photos///2021/I/0/2/p/4090/318/250/2/w/563/4090318250_1_1_1.jpg?ts=1630056850625,Knit shirt with round neck and short sleeves. Contrast printed geometric motifs at back.,0.45,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zara
TEXTURED KNIT T-SHIRT,men,45.9, '100% cotton', Navy blue ,https://static.zara.net/photos///2021/I/0/2/p/3332/307/401/2/w/563/3332307401_1_1_1.jpg?ts=1624004729911,Cotton knit T-shirt. Round neck and short sleeves. Rib trim.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
TIE DYE PRINT MUSCLE TANK,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/4087/329/800/2/w/563/4087329800_1_1_1.jpg?ts=1629284013984,Full cut round neck T-shirt with short sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
COMBINATION PRINT T-SHIRT,men,35.9, '100% cotton', 057 ,https://static.zara.net/photos///2021/I/0/1/p/5644/418/057/23/w/563/5644418057_1_1_1.jpg?ts=1629105036628,Full cut round neck T-shirt with short sleeves. Contrasting graphic prints at front and back.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
BUTTONED COLLAR SHIRT,men,29.9, '90% cotton · 10% viscose', Gray marl ,https://static.zara.net/photos///2021/I/0/2/p/9240/303/803/2/w/563/9240303803_1_1_1.jpg?ts=1630059331922,Full cut round neck henley shirt with front button closure. Long sleeves.,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,Zara
CONTRASTING STRIPE T-SHIRT,men,29.9, '100% cotton', White ,https://static.zara.net/photos///2021/I/0/2/p/5372/446/250/26/w/563/5372446250_1_1_1.jpg?ts=1629452298066,Round neck T-shirt with short sleeves. Contrasting bands at shoulders.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
TEXTURED PIQUÉ T-SHIRT,men,35.9, '66% viscose · 34% polyamide', Gray ,https://static.zara.net/photos///2021/I/0/2/p/4087/302/802/12/w/563/4087302802_1_1_1.jpg?ts=1626187240538,Full cut round neck T-shirt with short sleeves.,0.0,0.0,0.0,0.66,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zara
SKULL PRINT T-SHIRT,men,39.9, '100% cotton', Oyster White ,https://static.zara.net/photos///2021/I/0/2/p/0679/317/251/2/w/563/0679317251_1_1_1.jpg?ts=1633078228057,Full cut shirt with crew neck and long sleeves. Contrasting print at front and sleeve.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
TEXTURED PIQUÉ T-SHIRT,men,19.9, '100% cotton', Navy blue ,https://static.zara.net/photos///2021/I/0/2/p/6462/301/401/2/w/563/6462301401_1_1_1.jpg?ts=1624881344949,Full cut round neck T-shirt with short sleeves. Welt pocket at chest.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
TEXT KNIT T-SHIRT,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/3332/300/800/2/w/563/3332300800_1_1_1.jpg?ts=1620979437355,Knit T-shirt made of spun cotton fabric. Round neck and short sleeves. Contrasting embroidery at chest.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
BANDANA PRINTED T-SHIRT,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/4087/372/800/2/w/563/4087372800_1_1_1.jpg?ts=1633617605542,Full cut T-shirt with crew neck and short sleeves. All-over contrasting print.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
NEON PRINT SIMPSONS ™ 20TH TELEVISION T-SHIRT,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/0977/310/800/2/w/563/0977310800_1_1_1.jpg?ts=1627035586605,Full cut T-shirt with round neck and short sleeves. Front and back print detail of The Simpsons ™ 20th Television.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
COTTON T-SHIRT,men,19.9, '100% cotton', Faded blue ,https://static.zara.net/photos///2021/I/0/2/p/6462/300/428/542/w/563/6462300428_1_1_1.jpg?ts=1634212017354,Full cut shirt with turned-up short sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
RIBBED KNIT SET SHIRT,men,39.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/4090/306/800/2/w/563/4090306800_1_1_1.jpg?ts=1627294287736,Knit shirt with round neck and short sleeves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
COMBINATION PRINT T-SHIRT,men,35.9, '100% cotton', Black ,https://static.zara.net/photos///2021/I/0/2/p/5644/341/800/2/w/563/5644341800_1_1_1.jpg?ts=1628072391320,Full cut round neck T-shirt with short sleeves. Contrasting print at front and back.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
PRINTED TEXT T-SHIRT,men,35.9, '100% cotton', Oyster White ,https://static.zara.net/photos///2021/I/0/1/p/0722/325/251/2/w/563/0722325251_1_1_1.jpg?ts=1632134543619,Full cut T-shirt with round neck and short sleeves. Contrasting printed text at front.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Zara
EMBROIDERED KNIT T-SHIRT,men,45.9, '54% polyester · 46% cotton', Navy blue ,https://static.zara.net/photos///2021/I/0/2/p/4231/311/401/2/w/563/4231311401_1_1_1.jpg?ts=1624004772869,Knit polo shirt in cotton blend fabric. Round neck and short sleeves with rib trim. Contrasting embroidered text detail at back.,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,Zara
