,title,color,imageUrl,price,gender,brand,description,composition,cotton,lyocell,elastane,modal
75,JULIKAA MERCERIZED,cloudbusting,https://www.armedangels.com/media/1234x1778x90/66/59/de/1642654992/julikaa-mercerized-cloudbusting.jpg,47.8,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
76,JULIKAA MERCERIZED,black,https://www.armedangels.com/media/1234x1778x90/d9/9b/f3/1633692294/julikaa-mercerized-black.jpg,47.8,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
77,JULIKAA MERCERIZED,kinoko,https://www.armedangels.com/media/1234x1778x90/e7/04/dc/1618366522/julikaa-kinoko.jpg,47.8,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
78,JULIKAA MERCERIZED,matcha,https://www.armedangels.com/media/1234x1778x90/ef/87/48/1618366520/julikaa-matcha.jpg,47.8,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
79,JULIKAA MERCERIZED,sunrise,https://www.armedangels.com/media/1048x1510x90/01/5e/a6/1640144551/julikaa-sunrise.jpg,47.8,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
80,LAURAA FAN CLUB,undyed,https://www.armedangels.com/media/1234x1778x90/d3/f0/63/1643775101/lauraa-fan-club-undyed.jpg,47.8,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
81,RIAA,black,https://www.armedangels.com/media/1234x1778x90/71/eb/7c/1642047272/riaa-black.jpg,47.8,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
82,RIAA,smoky almond,https://www.armedangels.com/media/1048x1510x90/eb/4c/cf/1642047275/riaa-smoky-almond-08.jpg,47.8,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
83,KAJAA BLOCK STRIPES,night sky-oatmilk,https://www.armedangels.com/media/1234x1778x90/38/e8/3b/1644291751/kajaa-block-stripes-night-sky-oatmilk.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
84,KAJAA BLOCK STRIPES,smoky almond-oatmilk,https://www.armedangels.com/media/1234x1778x90/0f/b4/4a/1642657294/kajaa-block-stripes-smoky-almond-oatmilk.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
85,IDAA SMALL CIRCLE,night sky,https://www.armedangels.com/media/1234x1778x90/d6/ab/cf/1644033805/idaa-small-circle-night-sky.jpg,33.44,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
86,IDAA SMALL CIRCLE,peach blossom,https://www.armedangels.com/media/1234x1778x90/4f/97/29/1644033811/idaa-small-circle-peach-blossom.jpg,33.44,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
87,IDAA SMALL CIRCLE,white,https://www.armedangels.com/media/1234x1777x90/14/46/82/1644033808/idaa-small-circle-white.jpg,33.44,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
88,IDAA PHOTO COLLAGE,graphite,https://www.armedangels.com/media/1234x1778x90/86/02/c7/1644469281/idaa-photo-collage-graphite.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
89,IDAA PHOTO COLLAGE,undyed,https://www.armedangels.com/media/1234x1777x90/dc/fd/79/1644469278/idaa-photo-collage-undyed.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
90,JAALE,black,https://www.armedangels.com/media/1234x1778x90/99/3e/bf/1637380335/jaale-black.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"64% Lyocell (TENCEL?), 31% Cotton (organic), 5% Elasthane",0.31,0.64,0.05,0
91,JAALE,grey melange,https://www.armedangels.com/media/1234x1778x90/56/16/51/1631848621/jaale-grey01-melange.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"64% Lyocell (TENCEL?), 31% Cotton (organic), 5% Elasthane",0.31,0.64,0.05,0
92,JAALE,grey indigo,https://www.armedangels.com/media/1234x1778x90/00/e9/21/1642045894/jaale-grey-indigo.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"64% Lyocell (TENCEL?), 31% Cotton (organic), 5% Elasthane",0.31,0.64,0.05,0
93,JAALE,moon rock,https://www.armedangels.com/media/1234x1778x90/a1/8e/d0/1642045892/jaale-moon-rock.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"64% Lyocell (TENCEL?), 31% Cotton (organic), 5% Elasthane",0.31,0.64,0.05,0
94,JAALE,rosemary green,https://www.armedangels.com/media/1234x1778x90/1d/23/43/1642045889/jaale-rosemary-green.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"64% Lyocell (TENCEL?), 31% Cotton (organic), 5% Elasthane",0.31,0.64,0.05,0
95,JAALE,red earth,https://www.armedangels.com/media/1234x1778x90/3f/07/3c/1640320883/jaale-red-earth.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"64% Lyocell (TENCEL?), 31% Cotton (organic), 5% Elasthane",0.31,0.64,0.05,0
96,MARAA,night sky,https://www.armedangels.com/media/1234x1778x90/b7/2d/73/1625540114/maraa-night-sky01-05.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
97,MARAA,black,https://www.armedangels.com/media/1234x1778x90/c6/fd/6d/1623293375/maraa-black-01.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
98,MARAA,white,https://www.armedangels.com/media/1234x1777x90/8a/a9/41/1626402676/-mara02-white.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
99,MARAA,graphite,https://www.armedangels.com/media/1048x1510x90/f8/71/87/1642565064/maraa-graphite-08.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
100,KOSMAA,cloudbusting,https://www.armedangels.com/media/1234x1778x90/13/6d/be/1642657759/kosmaa-cloudbusting.jpg,43.01,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"67% Lyocell (TENCEL?), 33% Cotton (organic)",0.33,0.67,0,0
101,KOSMAA,mid grey melange,https://www.armedangels.com/media/1234x1778x90/10/97/6d/1634179360/kosmaa-mid-grey-melange.jpg,43.01,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"67% Lyocell (TENCEL?), 33% Cotton (organic)",0.33,0.67,0,0
102,KOSMAA,light desert melange,https://www.armedangels.com/media/1234x1778x90/e0/9e/55/1627632138/kosmaa-light-desert-melange-05.jpg,43.01,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"67% Lyocell (TENCEL?), 33% Cotton (organic)",0.33,0.67,0,0
103,KOSMAA,night sky,https://www.armedangels.com/media/1234x1778x90/70/50/70/1623314349/kosmaa-night-sky.jpg,43.01,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"67% Lyocell (TENCEL?), 33% Cotton (organic)",0.33,0.67,0,0
104,KOSMAA,vintage green,https://www.armedangels.com/media/1234x1778x90/85/37/ab/1628909122/kosmaa-vintage01-green.jpg,43.01,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"67% Lyocell (TENCEL?), 33% Cotton (organic)",0.33,0.67,0,0
105,KOSMAA,black,https://www.armedangels.com/media/1234x1778x90/ef/cc/4a/1632037204/-kosma02-black.jpg,43.01,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"67% Lyocell (TENCEL?), 33% Cotton (organic)",0.33,0.67,0,0
106,ELEAA,shadow blue,https://www.armedangels.com/media/1234x1778x90/b9/1a/2e/1634179323/eleaa-shadow-blue.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
107,ELEAA,copper glow,https://www.armedangels.com/media/1234x1778x90/10/8f/67/1631522366/eleaa-copper-glow.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
108,ELEAA,vintage green,https://www.armedangels.com/media/1234x1778x90/39/73/9e/1631279131/eleaa-vintage01-green.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
109,PALINAA KNITTED,kitt-black,https://www.armedangels.com/media/1234x1778x90/4a/d2/f7/1625538860/palinaa-knitted-stripe-kitt01-black.jpg,57.39,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"98% Cotton (organic), 2% Elasthane",0.98,0,0.02,0
110,AALEXAA,white,https://www.armedangels.com/media/1048x1510x90/c8/e6/df/1639455963/aalexaa-white.jpg,43.01,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
111,AALEXAA,black,https://www.armedangels.com/media/1048x1510x90/0f/6c/25/1639455960/aalexaa-black.jpg,43.01,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
112,AALEXAA SUMMER OF BLISS,undyed,https://www.armedangels.com/media/1234x1778x90/c6/43/b7/1639194366/aalexaa-summer-of-bliss-undyed.jpg,47.8,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
113,MIKAA,light desert,https://www.armedangels.com/media/1234x1778x90/5a/5c/38/1642659535/mikaa-light-desert01-05.jpg,47.8,unisex,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
114,MIKAA,soft peach,https://www.armedangels.com/media/1234x1778x90/4f/0d/44/1642046494/mikaa-soft-peach-05.jpg,47.8,unisex,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
115,MIKAA,sage green,https://www.armedangels.com/media/1234x1778x90/75/6c/67/1642659539/mikaa-sage01-green.jpg,47.8,unisex,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
116,MIKAA,indigo,https://www.armedangels.com/media/1234x1778x90/43/78/be/1637034556/mikaa-indigo.jpg,47.8,unisex,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
117,TAAMI LOGOMANIA,white,https://www.armedangels.com/media/1234x1778x90/ee/63/07/1634006925/taami-logomania-white.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
118,TAAMI LOGOMANIA,black,https://www.armedangels.com/media/1234x1778x90/7f/99/b6/1637732500/taami-logomania-black.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
119,NELAA CUTTED LANDSCAPE,white,https://www.armedangels.com/media/1234x1778x90/31/66/4d/1642744915/nelaa-cutted-landscape-white-08.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
120,NELAA CUTTED LANDSCAPE,smoky almond,https://www.armedangels.com/media/1048x1510x90/ca/33/f1/1643258196/nelaa-cutted-landscape-smoky-almond-08.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
121,NELAA CUTTED LANDSCAPE,graphite,https://www.armedangels.com/media/1048x1510x90/a9/38/64/1644293472/nelaa-cutted-landscape-graphite-08.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
122,OFELIAA PRETTY STRIPES,black-oatmilk,https://www.armedangels.com/media/1234x1778x90/44/ae/45/1643517233/ofeliaa-pretty-stripes-black01-oatmilk.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
123,OFELIAA PRETTY STRIPES,cloudbusting-oatmilk,https://www.armedangels.com/media/1048x1510x90/2a/12/0f/1640920769/ofeliaa-pretty-stripes-cloudbusting-oatmilk-08.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
124,OFELIAA PRETTY STRIPES,peach blossom-oatmilk,https://www.armedangels.com/media/1048x1510x90/9d/1e/df/1640920769/ofeliaa-pretty-stripes-peach-blossom-oatmilk-08.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
125,OFELIAA PRETTY STRIPES,dark poppy-oatmilk,https://www.armedangels.com/media/1234x1778x90/78/8c/8f/1640920764/ofeliaa-pretty-stripes-dark-poppy-oatmilk.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
126,OFELIAA PRETTY STRIPES,toasted hazel-oatmilk,https://www.armedangels.com/media/1048x1510x90/cf/d6/bf/1618020980/ofeliaa-pretty-stripes-toasted-hazel-oatmilk.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
127,TARAA CIRCULAR LOGO,white,https://www.armedangels.com/media/1048x1510x90/86/f8/bb/1630033784/taraa-circular-logo-recycled-white.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"50% Cotton (recycled), 50% Lyocell (TENCEL?)",0.5,0.5,0,0
128,ODANAA,mid grey melange,https://www.armedangels.com/media/1234x1778x90/85/50/c3/1634179857/odanaa-mid-grey-melange.jpg,47.8,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"67% Lyocell (TENCEL?), 33% Cotton (organic)",0.33,0.67,0,0
129,TARAA CIRCULAR 1.5,recycled white,https://www.armedangels.com/media/1152x1659x90/6d/f0/0d/1632038422/taraa-circular-1-5-recycle02-white.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"50% Cotton (recycled), 50% Lyocell (TENCEL?)",0.5,0.5,0,0
130,TARAA,white,https://www.armedangels.com/media/1234x1778x90/af/82/15/1620379424/-taraa01-white.jpg,33.44,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
131,TARAA,black,https://www.armedangels.com/media/1234x1778x90/be/55/bb/1637666711/-taraa01-black.jpg,33.44,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
132,TARAA,undyed,https://www.armedangels.com/media/1234x1778x90/c0/d1/09/1638933735/taraa-undyed.jpg,33.44,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
133,MALENAA STRIPES,pink maple-smoky almond,https://www.armedangels.com/media/1234x1778x90/57/7e/94/1633692097/malenaa-stripes-pink-maple-smoky-almond.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
134,MALENAA STRIPES,ruby red-oatmilk,https://www.armedangels.com/media/1234x1778x90/1a/bf/52/1624279912/malenaa-stripes-ruby-red-oatmilk.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
135,MALENAA STRIPES,copper glow-black,https://www.armedangels.com/media/1234x1778x90/47/66/ef/1631522016/malenaa-stripes-copper-glow-black.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
136,MALENAA STRIPES,black-oatmilk,https://www.armedangels.com/media/1234x1778x90/2a/ab/b0/1625539397/malenaa-stripes-black-oatmilk.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
137,MALENAA STRIPES,light desert-copper glow,https://www.armedangels.com/media/1234x1778x90/7f/0b/b9/1630982234/malenaa-stripes-light-desert-copper-glow.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
138,AADO CIRCULAR,recycled white,https://www.armedangels.com/media/1234x1778x90/81/3a/b5/1615432602/aado-circular-recycled01-white.jpg,38.22,unisex,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"50% Cotton (recycled), 50% Lyocell (TENCEL?)",0.5,0.5,0,0
139,IDAA SOFT HILLS,light desert,https://www.armedangels.com/media/1234x1778x90/a7/15/e4/1630982995/idaa-soft-hills-light-desert.jpg,19.06,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
140,IDAA SOFT HILLS,shadow blue,https://www.armedangels.com/media/1234x1778x90/04/69/8d/1633333819/idaa-soft-hills-shadow-blue.jpg,19.06,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
141,IDAA SOFT HILLS,indigo,https://www.armedangels.com/media/1234x1778x90/32/7f/4e/1626320311/idaa-soft-hills-indigo.jpg,19.06,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
142,IDAA SOFT HILLS,golden harvest,https://www.armedangels.com/media/1234x1778x90/fa/ea/3c/1640320036/idaa-soft-hills-golden-harvest.jpg,19.06,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
143,NAALIN ODE TO EARTH,white,https://www.armedangels.com/media/1234x1778x90/d8/23/19/1623293445/naalin-ode-to-earth-white.jpg,23.85,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
144,LAYAA BOTANEE,undyed,https://www.armedangels.com/media/1234x1778x90/79/10/19/1626157911/layaa-botanee01-undyed.jpg,19.06,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
145,JAARIN KNITTED STRIPE,kitt-black,https://www.armedangels.com/media/1048x1510x90/c5/4d/46/1594130858/jaarin-knitted-stripe-kitt-black.jpg,19.06,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
146,NELAA GRAPHIC PATCHWORK,undyed,https://www.armedangels.com/media/1234x1778x90/16/0f/e4/1625540215/nelaa-graphic-patchwork-undyed.jpg,19.06,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
147,NELAA CALM SEA,white,https://www.armedangels.com/media/1048x1510x90/b3/67/39/1619757732/nelaa-calm-sea-white.jpg,14.27,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
148,NELAA BREATH,white,https://www.armedangels.com/media/1048x1510x90/e6/65/d4/1594132096/nelaa-breath-white.jpg,23.85,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
149,LAYAA FIELDS,kinoko,https://www.armedangels.com/media/1234x1778x90/92/e4/be/1625540162/layaa-fields-kinoko.jpg,19.06,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
150,JAAMES T-SHIRT MADE OF ORGANIC COTTON,black,https://www.armedangels.com/media/1234x1778x90/d4/b2/70/1643426791/-jaames01-black.jpg,23.85,men,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
151,JAAMES T-SHIRT MADE OF ORGANIC COTTON,white,https://www.armedangels.com/media/1234x1778x90/83/07/c7/1620958786/-jaames01-white.jpg,23.85,men,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
152,JAAMES T-SHIRT MADE OF ORGANIC COTTON,acid black,https://www.armedangels.com/media/1234x1778x90/91/1f/eb/1642736487/jaames-acid01-black.jpg,23.85,men,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
