,title,description,price,color,gender,imageUrl,brand,composition,rayon,nylon,spandex,acrylic,polyester,cupro,modal,lyocell,cotton
65,PANDA - ARSENIC,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herren-t-shirt-basic-panda-arsenic-zerum1_1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
66,WHEEL HISTORY - ARSENIC,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herren-t-shirt-basic-raedergeschichte-arsenic-zerum-1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
67,BEAR ON A WHEEL - ARSENIC,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herren-t-shirt-basic-baer-am-rad-arsenic-zerum-1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
68,WAY OF LIFE - ARSENIC,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herren-t-shirt-way-of-life-arsenic-zerum1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
69,CARP-ARSENIC,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/z/e/zerum-herrenshirt-carp-arsenic1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
70,BUS - ARSENIC,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/z/e/zerum-herrenshirt-camper-arsenic1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
71,LABYRINTH,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,black,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herrenshirt_labyrinth_arsenic1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
72,PLATE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/i/m/img_9919.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
73,WORLD TOUR - ARSENIC,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/a/r/arsenic-t-shirt-basic-world-tour-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
74,GUSTAV MICROMODAL,"95% micromodal, 5% elastane; good to you & your skin; soft & durable; Delicates (30 degrees)",39.44,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herrenshirt-gustav-micromodal-grau-zerum1-min.jpg,Zerum,"95% micromodal, 5% elastane",0,0,0.05,0,0,0,0.95,0,0
75,BASIC STONE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,33.79,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herrenshirt_basic_stone1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
76,OCTOPUS - STONE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herren-t-shirt-basic-octopus-stone-zerum-1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
77,LAYERS OF THE EARTH - STONE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herren-t-shirt-basic-erdschichten-stone-zerum-1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
78,CAT - STONE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herren-t-shirt-basic-cat-stone-zerum-1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
79,ALCHEMY - STONE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herren-t-shirt-basic-alchemie-stone-zerum-2-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
80,FISCHER BT - STONE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/i/m/img_9908_1_1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
81,FOX - STONE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herren-t-shirt-fox-stone-zerum-1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
82,WOLF STONE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/heren-t-shirt-basic-wolf-stone1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
83,RHINO-STONE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/z/e/zerum-herrenshirt-nashorn-stone1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
84,GUSTAV MICROMODAL,"95% micromodal, 5% elastane; good to you & your skin; soft & durable; Delicates (30 degrees)",39.44,black,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herrenshirt-gustav-micromodal-black-zerum2-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
85,ASTRONAUT - BLACK,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,black,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/z/e/zerum-herrenshirt-astronaut-black1_1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
86,THE WAY - BLACK,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,black,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/b/l/black-t-shirt-basic-der-weg-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
87,WATERCARE - NAVY,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,navy,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herren-t-shirt-basic-watercare-navy-zerum1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
88,MOUNTAIN MOON - NAVY,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,navy,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herren-t-shirt-basic-mountainmoon-navy-zerum1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
89,DUCK NAVY,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,navy,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/z/e/zerum-herrenshirt-ente-navy3.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
90,FIXIE - NAVY,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,navy,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herrenshirt-fixie-navyzerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
91,CLIMB NAVY,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,navy,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herrenshirt_climb_navy1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
92,MOUNTAINS,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,navy,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herrenshirt_berge_navy1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
93,BIKE ALL OVER - NAVY,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,navy,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/heren-t-shirt-basic-bike-all-over-navy1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
94,ALL THE SAME,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,navy,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herren-t-shirt-all-the-same-navy-zerum1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
95,BUS - FOREST,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,green,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/heren-t-shirt-basic-bus-forest1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
96,TREE OF LIFE - FOREST,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,green,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/f/o/forest-t-shirt-basic-lebensbaum-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
97,TREE STUDY - FOREST,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,green,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herrenshirt_baumstudie_forest1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
98,BASIC - BROWN,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,33.79,brown,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herren-t-shirt-basic-blanco-brown-zerum1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
99,ALM,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,red,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herrenshirt-alm-bordeaux-bio-baumwolle-zerum1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
