,title,description,price,color,gender,imageUrl,brand,composition,linen,nylon,cotton,lyocell,lambskin,elastane,wool,viscose,polyamide,silk,acrylic,polyester,modal
72,TEXT PRINT T-SHIRT,Full cut round neck T-shirt with short sleeves. Contrasting printed text detail at back.,35.9, Orange ,men,https://static.zara.net/photos///2021/I/0/2/p/2888/300/615/2/w/563/2888300615_1_1_1.jpg?ts=1624615594924,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,TIE-DYE PRINT T-SHIRT,Full cut round neck T-shirt with short sleeves.,35.9, Purple ,men,https://static.zara.net/photos///2021/I/0/2/p/0679/304/611/2/w/563/0679304611_1_1_1.jpg?ts=1623246573308,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,FADED PRINT T-SHIRT,Full cut T-shirt with round neck and short sleeves. Contrasting printed text at front.,35.9, Light green ,men,https://static.zara.net/photos///2021/I/0/2/p/5644/807/526/2/w/563/5644807526_1_1_1.jpg?ts=1622198554163,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,WASHED EFFECT T-SHIRT,Relaxed fit tank top with scoop neckline. Washed effect.,19.9, Faded blue ,men,https://static.zara.net/photos///2021/I/0/2/p/0722/445/428/2/w/563/0722445428_1_1_1.jpg?ts=1622799323431,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,SLIM FIT BASIC V-NECK T-SHIRT,T-shirt made of stretchy cotton. V-neck and short sleeves.,17.9, Black ,men,https://static.zara.net/photos///2021/V/0/2/p/5584/402/800/2/w/563/5584402800_1_1_1.jpg?ts=1609322923529,Zara, '96% cotton · 4% elastane',0.0,0.0,0.96,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,PRINTED SEERSUCKER SHIRT,T-shirt with round neck and short sleeves. Chest patch pocket. Side vents at hem.,45.9, White ,men,https://static.zara.net/photos///2021/I/0/2/p/7380/401/250/2/w/563/7380401250_1_1_1.jpg?ts=1624463889643,Zara, '100% polyester',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
78,EMBROIDERED TEXT T-SHIRT,Full cut T-shirt with round neck and short sleeves. Front contrasting embroidered text.,25.9, Navy blue ,men,https://static.zara.net/photos///2021/I/0/2/p/6224/316/401/2/w/563/6224316401_1_1_1.jpg?ts=1627030278590,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,SPLATTER PRINT T-SHIRT,Full cut round neck T-shirt with short sleeves. Contrasting graphic prints at front and back.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/0495/442/800/2/w/563/0495442800_1_1_1.jpg?ts=1623841570456,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,PREMIUM TEXT T-SHIRT,Full cut round neck T-shirt with short sleeves. Contrasting printed text at hem.,35.9, Black ,men,https://static.zara.net/photos///2021/V/0/2/p/4087/451/800/2/w/563/4087451800_1_1_1.jpg?ts=1619449740950,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,COMBINATION PRINT T-SHIRT,Full cut round neck T-shirt with short sleeves. Contrasting print at front and back.,35.9, White ,men,https://static.zara.net/photos///2021/I/0/2/p/1259/307/250/2/w/563/1259307250_1_1_1.jpg?ts=1628069723759,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,FLOWY KNIT T-SHIRT,Knit T-shirt. Round neck and short sleeves. Rib trim.,35.9, Ink blue ,men,https://static.zara.net/photos///2021/I/0/2/p/4231/499/430/2/w/563/4231499430_1_1_1.jpg?ts=1628606179070,Zara, '72% viscose · 28% polyamide',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.28,0.0,0.0,0.0,0.0
83,MICKEY MOUSE © DISNEY X KEITH HARING T-SHIRT,Full cut T-shirt with round neck and short sleeves. Prints at front and back of Mickey Mouse © Disney x Keith Haring © Keith Haring Foundation.,35.9, White ,men,https://static.zara.net/photos///2021/I/0/2/p/0962/440/250/2/w/563/0962440250_1_1_1.jpg?ts=1633617401474,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,BASIC T-SHIRT,Basic T-shirt made of cotton fabric. Wide round neck and short sleeves.,35.9, Bluish ,men,https://static.zara.net/photos///2021/I/0/2/p/0722/303/920/2/w/563/0722303920_1_1_1.jpg?ts=1629994476600,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,GRAPHIC PRINT T-SHIRT,Round neck T-shirt with short sleeves. Contrasting graphic prints at front and back.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/0495/301/800/2/w/563/0495301800_1_1_1.jpg?ts=1624016919380,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,TEXT PRINT KNIT T-SHIRT,Knit cotton T-shirt. Round neck and short sleeves. Contrasting print at back. Rib trim.,45.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/3597/426/800/2/w/563/3597426800_1_1_1.jpg?ts=1622195377592,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,NEON PRINT SIMPSONS ™ 20TH TELEVISION T-SHIRT,Full cut T-shirt with round neck and short sleeves. Front and back print detail of The Simpsons ™ 20th Television.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/0977/311/800/2/w/563/0977311800_1_1_1.jpg?ts=1627035602816,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,COLLEGE TEXT T-SHIRT,Round neck T-shirt with below-the-elbow length sleeves. Contrasting front print.,25.9, Navy blue ,men,https://static.zara.net/photos///2021/I/0/2/p/0962/442/401/2/w/563/0962442401_1_1_1.jpg?ts=1621525578810,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,TEXTURED MESH TOP,Sleeveless scoop neck shirt. Rib trim.,29.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/0679/310/800/22/w/563/0679310800_1_1_1.jpg?ts=1629105337640,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,SEERSUCKER T-SHIRT,Full cut shirt made of seersucker textured fabric. Round neck and short sleeves.,35.9, Green ,men,https://static.zara.net/photos///2021/I/0/2/p/4087/397/500/62/w/563/4087397500_1_1_1.jpg?ts=1622562468836,Zara, '62% cotton · 36% polyester · 2% elastane',0.0,0.0,0.62,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.36,0.0
91,EMBROIDERED TENNIS T-SHIRT,Full cut T-shirt with round neck and short sleeves. Matching tonal embroidery at chest.,35.9, Ecru Black ,men,https://static.zara.net/photos///2021/I/0/2/p/0679/314/070/2/w/563/0679314070_1_1_1.jpg?ts=1628002181291,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,GRAPHIC PRINT T-SHIRT,Full cut T-shirt with round neck and short sleeves. Contrasting print at front and back.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/0495/444/800/2/w/563/0495444800_1_1_1.jpg?ts=1620814234290,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,GRAPHIC PRINT T-SHIRT,Round neck top with short sleeves. Contrast graphic print detail on chest and back.,35.9, Oyster White ,men,https://static.zara.net/photos///2021/I/0/2/p/0495/304/251/2/w/563/0495304251_1_1_1.jpg?ts=1628176054757,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,PREMIUM ASYMMETRIC T-SHIRT,Full cut T-shirt with crew neck and short sleeves. Asymmetric hem.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/5189/301/800/2/w/563/5189301800_1_1_1.jpg?ts=1633530789045,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,WASHED KNIT T-SHIRT,Knit cotton T-shirt. Round neck and short sleeves. Matching tonal embroidery detail at chest. Washed effect.,35.9, Ecru ,men,https://static.zara.net/photos///2021/I/0/2/p/0693/305/712/2/w/563/0693305712_1_1_1.jpg?ts=1630654819432,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,COMBINATION PRINT T-SHIRT,Full cut round neck T-shirt with short sleeves. Contrasting print at front and back.,25.9, Coral pink ,men,https://static.zara.net/photos///2021/I/0/2/p/0962/800/923/2/w/563/0962800923_1_1_1.jpg?ts=1625068055099,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,COLORBLOCK KNIT T-SHIRT,T-shirt made of cotton fabric. Round neck and short sleeves. Rib trim.,45.9, Gray ,men,https://static.zara.net/photos///2021/I/0/2/p/3284/300/802/2/w/563/3284300802_1_1_1.jpg?ts=1626865154810,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,MICKEY MOUSE © DISNEY X KEITH HARING T-SHIRT,Full cut T-shirt with crew neck and short sleeves. Back prints of Mickey Mouse © Disney x Keith Haring © Keith Haring Foundation.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/0962/445/800/2/w/563/0962445800_1_1_1.jpg?ts=1633617316772,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,PRINTED KNIT T-SHIRT,Knit shirt with round neck and short sleeves. Contrast printed geometric motifs at back.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/4090/317/800/2/w/563/4090317800_1_1_1.jpg?ts=1630064009970,Zara, '55% viscose · 45% polyester',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.45,0.0
100,BASIC LIGHTWEIGHT T-SHIRT,Basic T-shirt made of cotton fabric. Round neck and short sleeves.,12.9, Sky blue ,men,https://static.zara.net/photos///2021/I/0/1/p/0722/410/436/542/w/563/0722410436_1_1_1.jpg?ts=1633446424448,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,COMBINATION PRINT T-SHIRT,Sleeveless full cut T-shirt with round neckline. Contrasting print at front and back.,45.9, Oyster White ,men,https://static.zara.net/photos///2021/I/0/2/p/6917/327/251/2/w/563/6917327251_1_1_1.jpg?ts=1627473703473,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,COMBINATION POCKET T-SHIRT,Full cut T-shirt with round neck and short sleeves. Flap patch pocket at hip.,39.9, Ecru ,men,https://static.zara.net/photos///2021/I/0/2/p/0977/312/712/2/w/563/0977312712_1_1_1.jpg?ts=1629390070637,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,SPLATTER PRINT T-SHIRT,Full cut round neck T-shirt with short sleeves. Contrasting graphic prints at front and back.,35.9, Oyster White ,men,https://static.zara.net/photos///2021/I/0/2/p/0495/441/251/2/w/563/0495441251_1_1_1.jpg?ts=1623841540844,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,PRINTED TEXT T-SHIRT,Full cut T-shirt with round neck and short sleeves. Contrasting print at front and back.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/0495/302/800/2/w/563/0495302800_1_1_1.jpg?ts=1626685377005,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,SKULL PRINT T-SHIRT,Full cut round neck T-shirt with short sleeves. Contrasting print detail at front and back.,25.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/4770/301/800/2/w/563/4770301800_1_1_1.jpg?ts=1623230888977,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,TIE-DYE PRINT T-SHIRT,Sleeveless relaxed fit shirt with round neckline. Chest patch pocket.,25.9, Pastel pink ,men,https://static.zara.net/photos///2021/I/0/2/p/5644/301/621/2/w/563/5644301621_1_1_1.jpg?ts=1625831538157,Zara, '97% viscose · 3% elastane',0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.97,0.0,0.0,0.0,0.0,0.0
107,TEXTURED MESH TOP,Sleeveless scoop neck shirt.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/4805/307/800/2/w/563/4805307800_1_1_1.jpg?ts=1626877877402,Zara, '51% polyester · 49% cotton',0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0
108,POCKET T-SHIRT PREMIUM,Full cut T-shirt with round neck and short sleeves. Chest patch pocket.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/0977/319/800/2/w/563/0977319800_1_1_1.jpg?ts=1633521645624,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,CONTRASTING STRIPED T-SHIRT,Full cut shirt with round neck and short sleeves.,45.9, White ,men,https://static.zara.net/photos///2021/I/0/2/p/7545/261/250/2/w/563/7545261250_1_1_1.jpg?ts=1626871751046,Zara, '70% cotton · 30% linen',0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,GRAPHIC PRINT T-SHIRT,Full cut round neck T-shirt with short sleeves. All-over contrasting print details.,35.9, Oyster White ,men,https://static.zara.net/photos///2021/I/0/2/p/0679/305/251/2/w/563/0679305251_1_1_1.jpg?ts=1623233296922,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,STRIPE PRINT KNIT T-SHIRT,Knit cotton T-shirt. Ribbed round neckline and short sleeves.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/4805/309/800/2/w/563/4805309800_1_1_1.jpg?ts=1627028344274,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,HEAVY WEIGHT POCKET T-SHIRT,Full cut T-shirt made of dense cotton. Round neck and short sleeves. Chest patch pocket.,35.9, White ,men,https://static.zara.net/photos///2021/I/0/1/p/0977/316/250/3/w/563/0977316250_1_1_1.jpg?ts=1633688622992,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,POPEYE © KING FEATURES T-SHIRT,Full cut round neck T-shirt with short sleeves. Front graphic print of Popeye © King Features Inc.,35.9, Oyster White ,men,https://static.zara.net/photos///2021/I/0/2/p/0722/466/251/2/w/563/0722466251_1_1_1.jpg?ts=1622635027090,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,TEXTURED T-SHIRT,Full cut T-shirt with round neck and short sleeves. Front horizontal seam. Asymmetric hem with side vents.,35.9, taupe brown ,men,https://static.zara.net/photos///2021/I/0/2/p/2888/305/707/2/w/563/2888305707_1_1_1.jpg?ts=1629284017958,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,TEXT T-SHIRT,Full cut round neck T-shirt with short sleeves. Contrasting front text print.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/6224/305/800/22/w/563/6224305800_1_1_1.jpg?ts=1626187434382,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,ABSTRACT PRINT KNIT T-SHIRT,Knit shirt with round neck and short sleeves.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/4090/320/800/2/w/563/4090320800_1_1_1.jpg?ts=1634282385045,Zara, '55% viscose · 45% polyester',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.45,0.0
117,KERMIT THE FROG © DISNEY T-SHIRT,Full cut T-shirt with crew neck and short sleeves. Front print of Kermit the Frog © The Muppets Disney.,35.9, Oyster White ,men,https://static.zara.net/photos///2021/I/0/2/p/6224/313/251/2/w/563/6224313251_1_1_1.jpg?ts=1633506752570,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,GRAPHIC PRINT T-SHIRT,Full cut T-shirt with round neck and long sleeves. Contrast graphic prints at front and sleeve.,39.9, White ,men,https://static.zara.net/photos///2021/I/0/2/p/0495/309/250/2/w/563/0495309250_1_1_1.jpg?ts=1630053963007,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,PRINTED GEOMETRIC T-SHIRT,Round neck top with short sleeves. Contrasting front print.,35.9, Oyster White ,men,https://static.zara.net/photos///2021/I/0/2/p/6224/307/251/2/w/563/6224307251_1_1_1.jpg?ts=1628237541115,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,HEAVY WEIGHT T-SHIRT,Full cut T-shirt made of dense cotton. Round neck and short sleeves.,35.9, Grayish ,men,https://static.zara.net/photos///2021/I/0/1/p/9240/313/826/2/w/563/9240313826_6_1_1.jpg?ts=1631696198010,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,TIE-DYE PRINT T-SHIRT,Full cut round neck T-shirt with short sleeves.,39.9, Various ,men,https://static.zara.net/photos///2021/I/0/2/p/0495/305/015/2/w/563/0495305015_1_1_1.jpg?ts=1628248986565,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,BASIC T-SHIRT,Full cut round neck T-shirt with short sleeves.,35.9, White ,men,https://static.zara.net/photos///2021/I/0/1/p/4087/344/250/2/w/563/4087344250_6_1_1.jpg?ts=1631724340248,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,LONG SLEEVED SHIRT,Full cut T-shirt made of dense cotton. Round neck and long sleeves. Side vents at hem.,39.9, Grayish ,men,https://static.zara.net/photos///2021/I/0/1/p/0761/311/826/2/w/563/0761311826_6_1_1.jpg?ts=1631646938137,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,BASIC HEAVYWEIGHT T-SHIRT,Roomy T-shirt made of dense cotton. Round neck and long sleeves.,29.9, Dusty pink ,men,https://static.zara.net/photos///2021/I/0/2/p/0526/330/676/2/w/563/0526330676_1_1_1.jpg?ts=1631277152808,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,GRAPHIC PRINT T-SHIRT,Full cut T-shirt with round neck and short sleeves. All-over contrasting print details.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/0962/315/800/2/w/563/0962315800_1_1_1.jpg?ts=1625818264348,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,PRINTED TENNIS T-SHIRT,Full cut T-shirt with round neck and short sleeves. Contrasting prints with contrasting embroidery at front and back.,35.9, Oyster White ,men,https://static.zara.net/photos///2021/I/0/2/p/0679/307/251/2/w/563/0679307251_1_1_1.jpg?ts=1628001995811,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,GRAPHIC PRINT KNIT T-SHIRT,Knit cotton T-shirt. Ribbed round neckline and short sleeves.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/4805/310/800/2/w/563/4805310800_1_1_1.jpg?ts=1627028345990,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,FORMAT PRINT T-SHIRT © PET SHOP BOYS PARTNERSHIP,Full cut T-shirt with round neck and short sleeves. Front logo print Format © Pet Shop Boys Partnership.,35.9, Sky blue ,men,https://static.zara.net/photos///2021/I/0/2/p/5431/301/403/2/w/563/5431301403_6_1_1.jpg?ts=1626423003450,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,KNIT T-SHIRT,Knit T-shirt made of spun cotton fabric. Round neck and short sleeves. Rib trim.,45.9, Oyster White ,men,https://static.zara.net/photos///2021/I/0/2/p/3332/314/251/2/w/563/3332314251_1_1_1.jpg?ts=1628253522087,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,PRINTED KNIT T-SHIRT,Knit shirt with round neck and short sleeves. Contrast printed geometric motifs at back.,35.9, White ,men,https://static.zara.net/photos///2021/I/0/2/p/4090/318/250/2/w/563/4090318250_1_1_1.jpg?ts=1630056850625,Zara, '55% viscose · 45% polyester',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.45,0.0
131,TEXTURED KNIT T-SHIRT,Cotton knit T-shirt. Round neck and short sleeves. Rib trim.,45.9, Navy blue ,men,https://static.zara.net/photos///2021/I/0/2/p/3332/307/401/2/w/563/3332307401_1_1_1.jpg?ts=1624004729911,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,TIE DYE PRINT MUSCLE TANK,Full cut round neck T-shirt with short sleeves.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/4087/329/800/2/w/563/4087329800_1_1_1.jpg?ts=1629284013984,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,COMBINATION PRINT T-SHIRT,Full cut round neck T-shirt with short sleeves. Contrasting graphic prints at front and back.,35.9, 057 ,men,https://static.zara.net/photos///2021/I/0/1/p/5644/418/057/23/w/563/5644418057_1_1_1.jpg?ts=1629105036628,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,BUTTONED COLLAR SHIRT,Full cut round neck henley shirt with front button closure. Long sleeves.,29.9, Gray marl ,men,https://static.zara.net/photos///2021/I/0/2/p/9240/303/803/2/w/563/9240303803_1_1_1.jpg?ts=1630059331922,Zara, '90% cotton · 10% viscose',0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
135,CONTRASTING STRIPE T-SHIRT,Round neck T-shirt with short sleeves. Contrasting bands at shoulders.,29.9, White ,men,https://static.zara.net/photos///2021/I/0/2/p/5372/446/250/26/w/563/5372446250_1_1_1.jpg?ts=1629452298066,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,TEXTURED PIQUÉ T-SHIRT,Full cut round neck T-shirt with short sleeves.,35.9, Gray ,men,https://static.zara.net/photos///2021/I/0/2/p/4087/302/802/12/w/563/4087302802_1_1_1.jpg?ts=1626187240538,Zara, '66% viscose · 34% polyamide',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.34,0.0,0.0,0.0,0.0
137,SKULL PRINT T-SHIRT,Full cut shirt with crew neck and long sleeves. Contrasting print at front and sleeve.,39.9, Oyster White ,men,https://static.zara.net/photos///2021/I/0/2/p/0679/317/251/2/w/563/0679317251_1_1_1.jpg?ts=1633078228057,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,TEXTURED PIQUÉ T-SHIRT,Full cut round neck T-shirt with short sleeves. Welt pocket at chest.,19.9, Navy blue ,men,https://static.zara.net/photos///2021/I/0/2/p/6462/301/401/2/w/563/6462301401_1_1_1.jpg?ts=1624881344949,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,TEXT KNIT T-SHIRT,Knit T-shirt made of spun cotton fabric. Round neck and short sleeves. Contrasting embroidery at chest.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/3332/300/800/2/w/563/3332300800_1_1_1.jpg?ts=1620979437355,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,BANDANA PRINTED T-SHIRT,Full cut T-shirt with crew neck and short sleeves. All-over contrasting print.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/4087/372/800/2/w/563/4087372800_1_1_1.jpg?ts=1633617605542,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,NEON PRINT SIMPSONS ™ 20TH TELEVISION T-SHIRT,Full cut T-shirt with round neck and short sleeves. Front and back print detail of The Simpsons ™ 20th Television.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/0977/310/800/2/w/563/0977310800_1_1_1.jpg?ts=1627035586605,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,COTTON T-SHIRT,Full cut shirt with turned-up short sleeves.,19.9, Faded blue ,men,https://static.zara.net/photos///2021/I/0/2/p/6462/300/428/542/w/563/6462300428_1_1_1.jpg?ts=1634212017354,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,RIBBED KNIT SET SHIRT,Knit shirt with round neck and short sleeves.,39.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/4090/306/800/2/w/563/4090306800_1_1_1.jpg?ts=1627294287736,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,COMBINATION PRINT T-SHIRT,Full cut round neck T-shirt with short sleeves. Contrasting print at front and back.,35.9, Black ,men,https://static.zara.net/photos///2021/I/0/2/p/5644/341/800/2/w/563/5644341800_1_1_1.jpg?ts=1628072391320,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
