SN,title,description,feature,price,color,gender,imageUrl,brand,composition,rayon,nylon,spandex,acrylic,polyester,cupro,modal,lyocell,cotton
63,T-shirt Visby Local Planet Dark Green,"Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,39,green,women,https://tshirtstore.centracdn.net/client/dynamic/images/6875_d2b10383b9-aw_21_dec32020_ses_219554-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
64,T-shirt Visby Flower Pocket Grey Melange,"Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,39,grey,women,https://tshirtstore.centracdn.net/client/dynamic/images/6533_02e144563b-aw_ss_21_carryovers_29338-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
65,T-shirt Mysen Snoopy Grey Melange,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popular and influential comic strips in history! Enjoy the range of fun patterns, and cute embroideries. Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,45,grey,women,https://tshirtstore.centracdn.net/client/dynamic/images/6457_bbf488df0f-dedicated15832-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
66,T-shirt Visby Blue Birds,"Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,45,off-white,women,https://tshirtstore.centracdn.net/client/dynamic/images/3611_e19cdb6ff9-untitled-session32477-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
67,T-shirt Visby Flower Pocket Black,"Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,39,black,women,https://tshirtstore.centracdn.net/client/dynamic/images/5306_3dbc1bec20-dedicated0462-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
68,T-shirt Mysen Bumblebee Black,"Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,39,black,women,https://tshirtstore.centracdn.net/client/dynamic/images/5889_6f67430d77-dedicated-3489-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
69,T-shirt Mysen Peas and Love Black,"Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,39,black,women,https://tshirtstore.centracdn.net/client/dynamic/images/5891_0bf8536858-dedicated_cph-2538-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
70,T-shirt Alta Lace Orange,Knitted lace T-shirt dress made in 100% Organic cotton.,Lace knitted; Ribbed neckline.,55,orange,women,https://tshirtstore.centracdn.net/client/dynamic/images/6029_51ec9f9d5e-dedicated-3836-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
71,T-shirt Visby Happiness Coral,"Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,39,coral,women,https://tshirtstore.centracdn.net/client/dynamic/images/6064_05dd264729-dedicated_cph-2264-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
72,T-shirt Mysen Bumblebee,"Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,39,off-white,women,https://tshirtstore.centracdn.net/client/dynamic/images/4525_d22facb898-dedicated-4294-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
73,T-shirt Visby Dandelion White,"Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,39,white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6352_c045ca65f1-dedicated_300720-8139-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
74,T-shirt Visby Flower Pocket Off-White,"Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,39,off-white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6208_a26443293e-dedicated_300620-2535-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
75,T-shirt Visby Save the Bees Off-White,"Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,39,off-white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6211_7c075aa767-dedicated_300720-8061-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
76,T-shirt Mysen Peas and Love Grey Melange,"Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,39,grey,women,https://tshirtstore.centracdn.net/client/dynamic/images/6115_eecb141d53-dedicated_cph-2609-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
77,T-shirt Mysen The Roots Off-White,"Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,39,off-white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6206_abb8001c44-dedicated21082741978-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
78,T-shirt Mysen Woodstock White,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popular and influential comic strips in history! Enjoy the range of fun patterns, and cute embroideries. Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,45,white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6456_b75614aaa4-dedicated15749-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
79,T-shirt Mysen Woodstock Black,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popular and influential comic strips in history! Enjoy the range of fun patterns, and cute embroideries. Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,45,black,women,https://tshirtstore.centracdn.net/client/dynamic/images/6455_9d489c47ed-dedicated_300620-2996-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
80,T-shirt Mysen Snoopy White,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popular and influential comic strips in history! Enjoy the range of fun patterns, and cute embroideries. Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,45,white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6458_fb105828b2-dedicated-5091-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
81,T-shirt Mysen Snoopy Stupidity White,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popular and influential comic strips in history! Enjoy the range of fun patterns, and cute embroideries. Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,45,white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6459_200f52ab1a-dedicated0777-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
82,T-shirt Mysen Snoopy Flags White,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popular and influential comic strips in history! Enjoy the range of fun patterns, and cute embroideries. Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,45,white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6462_9706d07e62-dedicated0777-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
83,T-shirt Mysen Snoopy Earth White,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popular and influential comic strips in history! Enjoy the range of fun patterns, and cute embroideries. Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,45,white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6461_f6bc1989e1-aw_ss_21_carryovers_30452-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
84,T-shirt Mysen Lucy Yellow,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popular and influential comic strips in history! Enjoy the range of fun patterns, and cute embroideries. Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,45,yellow,women,https://tshirtstore.centracdn.net/client/dynamic/images/6451_af6ec8e3b7-dedicated15916-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
85,T-shirt Mysen Lucy Nobody White,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popular and influential comic strips in history! Enjoy the range of fun patterns, and cute embroideries. Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,45,white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6460_83f6887904-dedicated0777-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
86,T-shirt Mysen Lazy Dayz White,"Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,39,white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6347_07c8941b96-dedicated1719-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
87,T-shirt Visby Love Circle,"Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,39,black,women,https://tshirtstore.centracdn.net/client/dynamic/images/5425_d21c400dd2-dedicated0537-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
88,T-shirt Mysen Cat Black,"Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,39,black,women,https://tshirtstore.centracdn.net/client/dynamic/images/5890_1c4f05a6c3-dedicated_300620-2996-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
89,T-shirt Mysen Base Coral,"Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,35,coral,women,https://tshirtstore.centracdn.net/client/dynamic/images/6061_8a15e693b1-dedicated-3391-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
90,T-shirt Visby Base Coral,"Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,35,coral,women,https://tshirtstore.centracdn.net/client/dynamic/images/6063_ee6fdad591-dedicated-3525-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
91,T-shirt Mysen Be Your Own Femme Coral,"""Funky, fun and fresh"" is how Kelli describes her style. Her bold shapes and colors are carefully crafted to inspire, motivate and impress. Inspired by concepts like self-belief, mindfulness and nature. Kelli loves working with ethical organizations and we couldn't be more proud over this collaboration. Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,45,coral,women,https://tshirtstore.centracdn.net/client/dynamic/images/6062_b8fa960182-dedicated-4383-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
92,T-shirt Mysen Stripes Navy,Classic fitted women's crew neck T-shirt with yarn dyed knitted stripes. Made sustainably with care for people and planet.,Standard fit; Ribbed neckline; Yarn dyed knitted stripes,49,navy,women,https://tshirtstore.centracdn.net/client/dynamic/images/5973_c96b2243c6-aw_ss_21_carryovers_28667-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
93,T-shirt Mysen Peanuts AOP Multi Color,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popular and influential comic strips in history! Enjoy the range of fun patterns, and cute embroideries. Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,45,white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6349_a40bb93cd9-dedicated21082741575-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
94,T-shirt Mysen Peanuts Crew White,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popular and influential comic strips in history! Enjoy the range of fun patterns, and cute embroideries. Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,45,white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6350_a70c18786a-dedicated_cph-0370-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
95,T-shirt Kivik Black,"Wide fitted slightly cropped t-shirt top with dopped shoulders. Made from 100% TENCEL? Lyocell 每 a light, flowy and sustainable material.",Wide fit; Chest pocket; 100% TENCEL TM Lyocell,45,black,women,https://tshirtstore.centracdn.net/client/dynamic/images/5920_d1fcf445be-ssc-cwobelcom46960-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
96,T-shirt Kivik Leaf Green,"Wide fitted slightly cropped t-shirt top with dopped shoulders. Made from 100% TENCEL? Lyocell 每 a light, flowy and sustainable material.",Wide fit; Chest pocket; 100% TENCEL TM Lyocell,45,green,women,https://tshirtstore.centracdn.net/client/dynamic/images/6150_da693614b7-dedicated-4111-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
97,T-shirt Visby Base Mint,"Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,35,mint,women,https://tshirtstore.centracdn.net/client/dynamic/images/6327_017eb6bc19-dedicated-3630-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
98,T-shirt Visby Base Yellow,"Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,35,yellow,women,https://tshirtstore.centracdn.net/client/dynamic/images/6309_6604678661-dedicated-3451-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
99,T-shirt Mysen Woodstock Grey Melange,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popular and influential comic strips in history! Enjoy the range of fun patterns, and cute embroideries. Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,45,grey,women,https://tshirtstore.centracdn.net/client/dynamic/images/6116_fdcbea90a0-dedicated-4307-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
100,T-shirt Mysen Snoopy Yellow,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popular and influential comic strips in history! Enjoy the range of fun patterns, and cute embroideries. Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,45,yellow,women,https://tshirtstore.centracdn.net/client/dynamic/images/6308_c3a1e55fe3-dedicated-3595-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
101,T-shirt Mysen Seize the Awkward Off-White,"""Funky, fun and fresh"" is how Kelli describes her style. Her bold shapes and colors are carefully crafted to inspire, motivate and impress. Inspired by concepts like self-belief, mindfulness and nature. Kelli loves working with ethical organizations and we couldn't be more proud over this collaboration. Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,45,off-white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6205_bda996eaa4-dedicated_cph-0073-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
102,T-shirt Mysen Better Together Mint,"""Funky, fun and fresh"" is how Kelli describes her style. Her bold shapes and colors are carefully crafted to inspire, motivate and impress. Inspired by concepts like self-belief, mindfulness and nature. Kelli loves working with ethical organizations and we couldn't be more proud over this collaboration. Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,45,mint,women,https://tshirtstore.centracdn.net/client/dynamic/images/6304_18a75806cd-dedicated2191-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
103,T-shirt Visby Tie Dye Blue,"Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,45,blue,women,https://tshirtstore.centracdn.net/client/dynamic/images/5991_e6f1192c8f-dedicated-3737-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
104,T-shirt Visby Painted Hummingbird Charcoal,"Stina is a Stockholm based illustrator who makes vibrant fashion paintings with a vintage touch. Her way of using watercolors and ink is both vivid and elegant. Stinas work has been seen in fashion magazines, galleries and global advertising campaigns. Our collaboration includes 6 illustrations printed on our Organic cotton T-shirts. Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,45,grey,women,https://tshirtstore.centracdn.net/client/dynamic/images/6071_c1c02b2d85-dedicated_300620-2406-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
105,T-shirt Visby Local Planet Grey Melange,"Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,39,grey,women,https://tshirtstore.centracdn.net/client/dynamic/images/6117_5ef6789d40-dedicated21082741098-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
106,T-shirt Visby Local Planet Off-White,"Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,39,off-white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6210_320c275d25-dedicated21082745472-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
107,T-shirt Mysen Failure Success White,"Worry Lines is an anonymous illustrator whose drawings have been described as 'too relatable', 'mildly uplifting' and 'oddly comforting'. It's simple, fun and contemporary. Our collab includes two illustrations printed on our organic cotton T-shirts. Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,45,white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6345_34648a5022-dedicated-4434-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
108,T-shirt Mysen Virtual Reality White,"Worry Lines is an anonymous illustrator whose drawings have been described as 'too relatable', 'mildly uplifting' and 'oddly comforting'. It's simple, fun and contemporary. Our collab includes two illustrations printed on our organic cotton T-shirts. Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,45,white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6351_823ac3e53d-dedicated-4195-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
109,T-shirt Mysen Noodle Off-White,"Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,39,off-white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6203_4218a909ff-dedicated-5138-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
110,T-shirt Mysen Rays and Waves Off-White,"Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,45,off-white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6204_d62880443c-dedicated_300620-2340-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
111,T-shirt Mysen Stripes Yellow,Classic fitted women's crew neck T-shirt with yarn dyed knitted stripes. Made sustainably with care for people and planet.,Standard fit; Ribbed neckline; Yarn dyed knitted stripes,49,yellow,women,https://tshirtstore.centracdn.net/client/dynamic/images/6396_2cb1ef1c44-dedicated0430-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
112,T-shirt Mysen Stripes Orange,Classic fitted women's crew neck T-shirt with yarn dyed knitted stripes. Made sustainably with care for people and planet.,Standard fit; Ribbed neckline; Yarn dyed knitted stripes,49,orange,women,https://tshirtstore.centracdn.net/client/dynamic/images/6259_c84527002c-dedicated1385-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
113,T-shirt Mysen Block Stripes Multi Color,Classic fitted women's crew neck T-shirt with yarn dyed knitted stripes. Made sustainably with care for people and planet.,Standard fit; Ribbed neckline; Yarn dyed knitted stripes,49,multicolor,women,https://tshirtstore.centracdn.net/client/dynamic/images/6169_6ab5db272e-dedicated0931-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
114,T-shirt Visby Painted Panda White,"Stina is a Stockholm based illustrator who makes vibrant fashion paintings with a vintage touch. Her way of using watercolors and ink is both vivid and elegant. Stinas work has been seen in fashion magazines, galleries and global advertising campaigns. Our collaboration includes 6 illustrations printed on our Organic cotton T-shirts. Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,45,white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6357_e9818655b1-dedicated-4459-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
115,T-shirt Visby Painted Hummingbird White,"Stina is a Stockholm based illustrator who makes vibrant fashion paintings with a vintage touch. Her way of using watercolors and ink is both vivid and elegant. Stinas work has been seen in fashion magazines, galleries and global advertising campaigns. Our collaboration includes 6 illustrations printed on our Organic cotton T-shirts. Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,45,white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6356_305b1eb64e-dedicated_300620-2470-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
116,T-shirt Visby Hummingbirds Off-White,"Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,45,white,women,https://tshirtstore.centracdn.net/client/dynamic/images/6209_b6c5324a38-dedicated_cph-2417-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
117,T-shirt Visby Lazer Cats,"Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,39,black,women,https://tshirtstore.centracdn.net/client/dynamic/images/6543_4efe4894b1-dedicated1944-kopia-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
118,T-shirt Mysen Base Golden Yellow,"Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,35,yellow,women,https://tshirtstore.centracdn.net/client/dynamic/images/5676_8b28b84509-monday_16302-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
119,T-shirt Mysen Base Beige,"Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,35,beige,women,https://tshirtstore.centracdn.net/client/dynamic/images/5673_b559aae40c-saturday_11385-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
120,T-shirt Mysen Respect Life Charcoal,"Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,39,grey,women,https://tshirtstore.centracdn.net/client/dynamic/images/4955_c5c03e5cb6-ssc-cwobelcom48205-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
121,T-shirt Mysen Girl Gang,"Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,39,off-white,women,https://tshirtstore.centracdn.net/client/dynamic/images/5693_478fad3fd8-sunday_14043-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
122,T-shirt Mysen Boys Do Cry,"Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,39,off-white,women,https://tshirtstore.centracdn.net/client/dynamic/images/5679_2d3263d60e-saturday_10473-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
123,T-shirt Mysen Amazoff,"Classic fitted women's crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,39,off-white,women,https://tshirtstore.centracdn.net/client/dynamic/images/5670_6e89aa5eac-aw_ss_21_carryovers_28835-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
124,T-shirt Visby Cat Lines Black,"Women's crew neck T-shirt with short, folded sleeves, made sustainably with care for people and planet.",Short folded sleeves; Slightly boxy fit; Slight boat neck; Slits at side,45,black,women,https://tshirtstore.centracdn.net/client/dynamic/images/4937_ea2fc510c1-aw19_dedicated_0444-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
